,пятерочки,айди_магазина,магазины
163571,0,13647,0
163596,0,13649,1
163608,1,13650,4
163764,3,13663,7
163807,0,13667,0
163818,0,13668,1
163871,0,13672,1
163896,0,13674,1
163908,0,13675,2
163928,3,13677,5
164044,0,13686,2
164053,0,13687,1
164063,0,13688,0
164091,0,13690,2
164114,0,13692,3
164143,0,13695,4
164173,2,13697,5
164196,0,13699,0
164221,1,13701,3
164251,0,13704,2
164269,0,13705,0
164292,1,13707,1
164312,3,13709,11
164325,0,13710,2
164379,0,13714,0
164504,2,13725,3
164544,0,13728,0
164557,1,13729,3
164586,0,13732,2
164625,0,13735,3
164636,1,13736,3
164809,0,13750,1
164816,1,13751,2
164828,0,13752,1
164922,0,13760,1
164983,0,13765,0
165035,0,13769,3
165065,2,13772,4
165165,0,13780,0
165190,0,13782,1
165225,0,13785,0
165313,1,13792,4
165334,0,13794,6
165433,0,13802,0
165451,0,13804,1
165505,1,13808,2
165546,0,13812,1
165593,0,13816,2
165643,0,13820,2
165675,0,13822,3
165722,0,13826,0
165740,0,13828,2
165753,0,13829,1
165768,0,13830,0
165803,0,13833,0
165820,0,13834,0
165890,0,13840,6
165946,0,13844,1
165973,1,13846,4
165977,0,13847,0
166006,1,13849,8
166064,0,13854,1
166074,0,13855,0
166134,2,13860,8
166144,1,13861,2
166184,0,13864,4
166217,0,13867,4
166230,1,13868,2
166244,1,13869,3
166253,0,13870,0
166346,0,13878,2
166385,1,13881,10
166417,0,13884,0
166435,1,13885,4
166452,0,13886,0
166470,0,13888,4
166487,0,13889,2
166521,0,13892,0
166544,0,13894,2
166579,0,13897,0
166593,0,13898,3
166622,0,13901,3
166682,0,13906,3
166700,0,13907,0
166741,0,13911,1
166770,0,13913,1
166783,1,13914,5
166808,0,13916,0
166826,2,13918,7
166994,0,13932,2
167022,0,13934,1
167030,0,13935,0
167050,0,13936,1
167061,0,13937,3
167072,0,13938,1
167179,4,13947,11
167192,0,13948,4
167201,0,13949,1
167214,0,13950,3
167386,0,13964,3
167423,0,13967,0
167434,1,13968,2
167439,2,13969,3
167482,0,13972,3
167540,0,13977,2
167555,0,13978,0
167580,4,13980,11
167583,1,13981,4
167660,0,13987,2
167671,1,13988,2
167682,0,13989,3
167723,0,13992,3
167793,0,13998,2
167799,2,13999,3
167844,2,14002,3
167848,0,14003,3
167865,0,14004,0
167887,0,14006,0
167930,0,14010,3
167968,0,14013,1
167997,0,14016,0
168017,0,14017,1
168070,2,14022,9
168089,0,14024,1
168153,0,14029,2
168168,0,14031,4
168195,0,14033,0
168209,0,14034,0
168241,0,14037,1
168251,0,14038,4
168340,0,14045,1
168436,1,14053,3
168473,0,14056,3
168481,0,14057,1
168512,1,14059,9
168521,0,14060,0
168546,0,14062,2
168745,0,14079,1
168765,0,14080,2
168769,0,14081,1
168784,2,14082,5
168795,0,14083,1
168810,0,14084,0
168885,0,14090,2
168936,2,14095,6
168953,0,14096,1
168962,0,14097,2
168971,0,14098,1
168990,0,14099,0
169003,0,14100,0
169067,0,14106,3
169080,1,14107,4
169099,0,14108,0
169146,1,14112,4
169174,2,14114,3
169177,2,14115,3
169203,0,14117,3
169217,1,14118,1
169251,3,14121,9
169456,0,14138,1
169528,0,14144,0
169578,0,14148,0
169600,0,14150,1
169608,0,14151,4
169812,0,14168,0
169858,0,14172,2
169873,0,14173,1
169946,1,14179,6
170011,3,14185,8
170024,2,14186,4
170057,0,14188,1
170089,0,14191,5
170157,0,14197,1
170218,0,14202,2
170231,0,14203,0
170259,0,14205,1
170349,0,14213,0
170393,0,14216,2
170398,0,14217,0
170410,0,14218,0
170429,1,14219,6
170470,0,14223,1
170498,0,14225,0
170531,0,14228,0
170539,0,14229,1
170554,0,14230,0
170654,0,14238,2
170683,0,14241,3
170706,0,14242,0
170720,0,14244,0
170741,0,14245,1
170748,1,14246,4
170777,0,14248,1
170786,0,14249,1
170815,0,14252,2
170873,0,14256,0
170883,0,14257,0
170894,1,14258,2
170899,1,14259,2
170920,2,14260,5
170925,0,14261,1
170938,0,14262,1
170954,0,14263,2
170987,0,14266,0
170997,0,14267,2
171100,2,14275,8
171172,0,14281,3
171202,0,14284,1
171225,1,14286,5
171272,0,14290,0
171284,0,14291,1
171294,0,14292,1
171335,0,14295,1
171337,0,14296,3
171356,0,14297,0
171361,0,14298,0
171416,0,14302,0
171447,0,14305,1
171565,1,14315,5
171594,0,14317,5
171661,0,14323,1
171697,0,14326,1
171759,1,14331,2
171818,0,14336,1
171831,1,14337,3
171857,1,14339,5
171863,2,14340,6
171889,0,14342,4
172017,0,14353,1
172031,1,14354,4
172217,0,14369,2
172234,2,14371,5
172324,1,14378,4
172386,0,14383,2
172535,0,14396,1
172608,0,14402,3
172633,1,14404,3
172659,0,14406,5
172688,0,14409,2
172702,2,14410,5
172743,0,14413,3
172800,0,14418,7
172855,0,14423,1
172874,0,14424,1
172884,2,14425,6
172907,0,14427,0
172922,0,14428,0
172982,0,14433,0
173032,0,14438,1
173052,0,14439,6
173058,0,14440,1
173090,0,14442,1
173111,0,14444,0
173120,0,14445,0
173164,0,14449,5
173204,0,14452,0
173245,1,14455,3
173265,1,14457,4
173329,0,14462,1
173348,0,14464,0
173389,0,14467,1
173469,0,14474,0
173504,0,14477,1
173567,0,14482,1
173575,1,14483,2
173685,1,14492,4
173703,1,14494,1
173732,0,14496,1
173743,0,14497,0
173773,0,14499,0
173785,0,14500,2
173802,0,14502,3
173815,0,14503,7
173861,0,14507,1
173873,1,14508,6
173909,2,14511,7
173922,0,14512,0
174006,2,14519,8
174025,0,14520,0
174036,0,14521,0
174047,0,14522,0
174173,0,14533,1
174231,0,14538,0
174248,0,14539,0
174252,0,14540,0
174274,0,14541,1
174334,0,14546,0
174343,0,14547,3
174366,0,14549,0
174484,0,14559,1
174499,0,14560,1
174531,1,14563,3
174556,0,14565,0
174580,0,14567,0
174600,0,14569,8
174662,0,14574,2
174689,0,14576,1
174700,0,14577,2
174736,1,14580,6
174754,0,14581,4
174774,1,14583,2
174789,3,14584,6
174793,4,14585,11
174805,0,14586,5
174833,0,14588,1
174864,0,14591,1
174931,0,14597,0
174973,0,14600,2
174981,0,14601,0
174993,0,14602,3
175047,1,14606,7
175084,0,14609,0
175088,0,14610,1
175146,0,14615,2
175165,0,14616,1
175181,1,14618,3
175232,0,14622,2
175260,0,14624,1
175286,1,14626,1
175368,0,14633,3
175380,1,14634,1
175390,1,14635,2
175405,0,14636,1
175410,0,14637,2
175424,2,14638,5
175466,0,14641,0
175483,0,14643,0
175528,0,14646,1
175531,0,14647,0
175640,1,14656,2
175661,0,14658,2
175673,0,14659,1
175718,0,14663,1
175732,0,14664,0
175833,0,14672,0
175897,0,14678,1
175944,1,14682,1
175974,0,14684,1
176021,0,14688,0
176027,0,14689,1
176063,0,14692,2
176165,0,14700,2
176173,0,14701,0
176242,0,14706,0
176266,0,14708,0
176277,1,14709,2
176340,0,14715,6
176367,2,14717,3
176420,0,14721,2
176429,0,14722,0
176451,0,14724,1
176466,0,14725,1
176477,1,14726,4
176493,0,14728,0
176521,0,14730,1
176556,1,14733,3
176581,0,14735,3
176635,1,14739,1
176673,1,14743,2
176697,0,14745,0
176731,1,14747,2
176739,0,14748,0
176760,0,14750,2
176772,0,14751,4
176799,1,14753,3
176808,0,14754,0
176819,0,14755,1
176837,0,14756,3
176936,0,14765,0
176953,0,14766,4
176960,0,14767,3
177043,1,14773,2
177053,0,14774,0
177091,0,14777,1
177092,0,14778,1
177120,1,14780,2
177142,0,14782,1
177157,0,14783,1
177190,1,14786,3
177208,3,14787,12
177238,0,14790,0
177266,1,14792,4
177295,0,14794,1
177306,0,14795,1
177315,0,14796,0
177332,0,14798,0
177355,0,14799,1
177383,0,14802,1
177401,0,14803,0
177488,0,14811,2
177501,0,14812,4
177578,0,14818,3
177615,0,14821,4
177691,1,14827,2
177739,0,14831,0
177788,0,14836,2
177833,0,14839,3
177844,0,14840,2
177871,1,14842,7
177938,0,14848,0
177952,2,14849,7
177992,0,14853,0
178004,0,14854,1
178057,0,14858,1
178098,0,14861,2
178115,1,14863,6
178124,0,14864,1
178144,0,14865,1
178218,0,14871,1
178225,0,14872,0
178260,1,14875,3
178301,0,14878,0
178348,1,14882,8
178376,0,14885,1
178411,2,14887,4
178426,0,14889,2
178446,0,14890,0
178482,2,14893,4
178524,0,14897,0
178542,0,14898,1
178597,0,14903,0
178641,0,14907,4
178665,2,14909,2
178680,1,14910,3
178691,0,14911,3
178805,3,14920,6
178828,1,14922,4
178851,1,14924,7
178866,1,14925,5
178874,1,14926,3
178911,1,14929,2
178954,0,14933,4
179023,1,14938,5
179027,1,14939,3
179048,0,14941,1
179085,0,14944,0
179102,0,14945,0
179127,0,14947,1
179140,2,14948,3
179182,1,14952,3
179233,0,14956,0
179240,2,14957,3
179263,0,14958,1
179265,0,14959,1
179336,1,14965,5
179364,0,14967,2
179395,0,14969,3
179444,1,14974,1
179486,0,14977,0
179563,0,14983,3
179622,1,14988,3
179628,0,14989,0
179651,0,14991,2
179749,0,14999,1
179765,0,15000,4
179793,0,15003,0
179820,1,15005,2
179861,0,15008,0
179865,1,15009,5
179876,0,15010,2
179928,0,15014,1
179961,0,15017,1
179975,0,15018,3
180007,0,15020,0
180101,0,15028,1
180112,0,15029,2
180123,0,15030,1
180160,1,15033,5
180175,0,15034,0
180178,0,15035,0
180200,0,15037,0
180301,1,15045,7
180328,0,15047,4
180342,2,15048,6
180363,0,15050,0
180372,0,15051,1
180388,0,15052,0
180422,0,15055,1
180484,0,15060,0
180491,1,15061,4
180520,0,15063,0
180545,1,15065,5
180553,1,15066,3
180560,0,15067,1
180632,0,15073,1
180668,1,15076,8
180717,0,15080,0
180734,0,15081,0
180740,0,15082,0
180770,0,15084,0
180831,0,15089,1
180838,1,15090,2
180851,0,15091,1
180866,0,15093,0
180879,0,15094,2
180957,0,15100,1
180970,2,15101,3
180977,0,15102,0
180986,0,15103,0
181032,0,15106,4
181044,0,15107,0
181173,1,15118,6
181187,0,15119,2
181194,2,15120,4
181257,0,15125,1
181270,1,15126,5
181362,0,15134,7
181369,0,15135,1
181408,1,15138,3
181451,0,15141,1
181546,1,15149,5
181610,1,15155,3
181750,0,15166,0
181787,1,15169,1
182006,0,15188,2
182048,1,15192,2
182083,0,15194,1
182112,0,15197,2
182120,0,15198,1
182133,0,15199,1
182187,0,15203,0
182198,0,15204,0
182238,0,15207,1
182244,0,15208,1
182254,0,15209,2
182352,0,15217,0
182362,0,15218,0
182434,1,15224,4
182459,1,15226,1
182471,0,15227,3
182504,0,15230,0
182527,0,15231,1
182561,0,15234,1
182576,1,15236,4
182589,0,15237,1
182611,0,15238,0
182638,0,15241,0
182656,1,15242,1
182691,0,15245,0
182749,0,15250,2
182769,0,15252,2
182797,0,15254,6
182817,0,15256,0
182847,0,15258,1
183006,0,15271,2
183067,0,15276,1
183099,1,15279,4
183305,1,15296,5
183308,0,15297,1
183324,0,15298,0
183382,0,15303,3
183394,2,15304,7
183423,0,15306,1
183472,0,15310,1
183496,0,15312,3
183518,0,15314,1
183527,0,15315,3
183539,0,15316,3
183555,0,15317,5
183564,0,15318,5
183599,0,15321,0
183663,2,15326,11
183755,0,15334,0
183764,0,15335,2
183789,1,15337,2
183855,0,15342,1
183905,0,15346,2
183976,0,15352,2
183978,0,15353,2
184074,0,15361,2
184107,1,15363,2
184135,1,15366,2
184151,2,15367,5
184238,3,15374,9
184320,1,15381,6
184397,1,15387,5
184428,1,15390,7
184458,0,15393,1
184474,0,15394,6
184482,1,15395,2
184503,0,15396,2
184508,0,15397,0
184547,0,15400,0
184558,0,15401,0
184574,0,15402,2
184581,0,15403,2
184612,2,15405,4
184622,0,15406,0
184660,0,15409,1
184673,0,15410,2
184743,0,15416,0
184760,0,15418,2
184805,1,15421,2
184864,1,15426,4
184883,1,15428,3
184890,0,15429,2
184960,0,15434,2
184993,2,15437,4
185006,0,15438,1
185020,1,15439,6
185052,0,15442,5
185072,1,15444,2
185099,1,15446,5
185153,0,15450,1
185157,0,15451,2
185195,0,15454,8
185202,0,15455,0
185245,1,15458,3
185295,0,15462,0
185308,0,15463,2
185340,0,15466,0
185372,1,15469,5
185389,0,15470,4
185400,1,15471,4
185451,1,15475,2
185500,0,15479,2
185618,0,15489,0
185651,0,15492,0
185663,0,15493,0
185695,0,15496,1
185720,0,15498,2
185816,0,15506,1
185840,0,15508,2
185855,0,15509,5
185871,0,15511,1
185928,0,15515,1
185942,0,15516,0
186012,0,15522,0
186045,1,15525,8
186145,1,15533,5
186178,0,15536,0
186196,0,15538,2
186223,2,15540,4
186245,1,15542,8
186259,1,15543,5
186267,2,15544,7
186286,0,15545,0
186308,0,15547,2
186342,0,15550,0
186357,0,15551,3
186386,0,15553,1
186539,0,15566,0
186569,0,15569,1
186991,0,15604,1
187024,1,15607,7
187062,0,15610,1
187079,0,15611,0
187121,0,15615,1
187211,0,15622,2
187261,0,15626,1
187377,0,15636,1
187417,0,15640,1
187473,0,15644,3
187555,0,15651,1
187564,0,15652,1
187573,0,15653,6
187593,1,15654,4
187612,0,15656,5
187625,2,15657,6
187673,0,15661,0
187700,0,15663,1
187720,1,15665,5
187742,0,15667,2
187762,0,15669,0
187841,0,15675,1
187854,1,15676,2
187857,0,15677,0
187903,0,15680,2
187924,0,15682,1
187929,0,15683,1
187981,0,15687,2
187998,0,15688,1
188009,0,15689,0
188022,0,15690,3
188054,2,15693,6
188067,0,15694,0
188077,4,15695,7
188100,0,15697,2
188188,0,15704,1
188265,0,15711,0
188278,2,15712,4
188295,0,15713,2
188351,0,15718,2
188396,0,15721,2
188422,0,15724,2
188557,0,15735,0
188567,0,15736,0
188600,2,15738,4
188668,1,15744,7
188679,0,15745,0
188689,0,15746,5
188731,0,15750,2
188751,0,15751,0
188768,0,15753,0
188797,1,15755,2
188924,0,15766,2
188966,1,15769,1
188997,2,15772,4
189023,0,15774,3
189048,1,15776,3
189065,1,15777,2
189153,1,15785,1
189176,2,15787,6
189187,0,15788,1
189198,0,15789,0
189243,0,15792,0
189248,0,15793,0
189278,0,15795,0
189298,1,15797,6
189331,0,15800,1
189409,0,15806,1
189415,0,15807,1
189534,3,15817,4
189666,0,15828,0
189692,0,15830,0
189704,0,15831,2
189779,0,15837,1
189830,1,15841,3
189838,0,15842,2
189892,1,15846,4
189899,0,15847,1
189931,0,15850,0
189948,0,15851,2
189980,0,15854,1
190120,0,15865,0
190125,0,15866,2
190192,0,15871,0
190242,0,15876,3
190260,0,15877,3
190323,1,15882,6
190383,0,15887,1
190513,0,15898,1
190568,0,15903,0
190617,0,15907,3
190645,1,15909,3
190655,0,15910,0
190666,0,15911,1
190710,0,15915,2
190723,0,15916,0
190739,0,15917,2
190767,0,15919,1
190876,0,15928,1
190879,0,15929,2
190892,0,15930,2
190904,0,15931,2
190922,0,15932,3
190966,0,15936,1
191050,0,15943,2
191062,1,15944,2
191076,0,15945,2
191098,0,15947,0
191138,0,15950,1
191149,1,15951,2
191166,0,15953,0
191238,0,15959,4
191275,0,15962,1
191293,1,15963,1
191314,0,15965,1
191379,1,15970,3
191490,3,15980,8
191508,0,15981,0
191514,1,15982,5
191527,0,15983,1
191553,0,15985,3
191576,3,15987,9
191614,0,15990,0
191635,1,15992,5
191687,0,15996,2
191770,0,16003,0
191790,2,16005,9
191843,0,16009,3
191868,2,16011,9
191898,0,16014,1
191912,0,16015,0
191988,1,16021,4
191994,0,16022,1
192115,0,16032,2
192167,0,16036,4
192178,0,16037,2
192188,1,16038,3
192208,0,16040,2
192294,0,16047,4
192306,1,16048,6
192316,1,16049,2
192347,0,16051,4
192406,2,16056,2
192447,0,16060,2
192462,0,16061,0
192496,0,16064,0
192524,1,16066,4
192596,0,16072,0
192698,0,16080,0
192699,0,16081,1
192721,0,16082,1
192734,0,16083,2
192745,0,16084,1
192758,0,16085,0
192759,0,16086,0
192775,0,16087,3
192826,0,16091,3
192834,0,16092,1
192846,0,16093,0
192899,0,16097,1
192942,0,16101,4
192961,0,16102,3
192984,0,16104,4
192996,1,16105,4
193061,1,16111,2
193120,0,16116,0
193180,1,16121,3
193224,1,16124,8
193241,0,16126,1
193255,1,16127,6
193374,0,16137,0
193386,0,16138,0
193400,0,16139,2
193464,0,16144,0
193487,1,16146,5
193496,0,16147,1
193541,0,16151,1
193581,1,16154,4
193597,1,16155,7
193606,0,16156,0
193661,1,16161,2
193675,1,16162,5
193709,1,16165,4
193780,0,16171,0
193808,1,16173,3
193815,3,16174,4
193842,1,16176,3
193872,0,16179,1
193936,0,16184,3
193991,1,16189,6
194006,3,16190,8
194072,1,16195,2
194092,0,16197,0
194106,1,16198,6
194130,1,16200,2
194206,0,16207,1
194526,0,16233,0
194545,0,16235,0
194574,0,16237,0
194600,1,16239,6
194652,0,16244,1
194690,0,16247,3
194797,0,16256,0
194804,1,16257,6
194898,0,16264,0
194903,0,16265,0
194933,0,16267,0
194942,0,16268,2
194954,1,16269,6
194985,0,16272,1
195010,0,16274,1
195060,0,16278,1
195086,0,16280,1
195229,1,16292,6
195274,0,16296,1
195319,0,16299,2
195331,0,16300,5
195368,0,16304,1
195423,0,16308,1
195451,0,16310,1
195483,0,16313,5
195506,0,16315,0
195549,0,16319,2
195582,0,16321,3
195591,0,16322,0
195607,0,16323,0
195628,0,16325,0
195653,0,16327,1
195677,0,16329,3
195680,0,16330,1
195770,0,16337,1
195777,1,16338,5
195838,0,16343,1
195896,0,16348,0
195909,0,16349,0
195935,0,16351,0
195957,0,16353,0
196018,0,16358,0
196074,0,16362,0
196112,0,16366,1
196135,0,16367,1
196160,0,16370,0
196207,4,16373,9
196232,0,16376,0
196314,0,16382,0
196345,0,16385,0
196362,0,16386,2
196455,0,16394,0
196479,0,16396,0
196496,1,16398,5
196529,1,16400,7
196555,0,16402,4
196565,0,16403,1
196614,0,16408,0
196689,0,16414,0
196732,0,16418,0
196748,0,16419,2
196756,1,16420,5
196860,1,16429,3
196917,0,16433,2
196945,0,16436,0
196955,0,16437,0
196981,0,16439,1
197047,1,16444,3
197061,2,16445,8
197072,0,16446,0
197115,0,16450,0
197126,2,16451,8
197213,0,16458,2
197251,0,16461,0
197256,1,16462,2
197304,0,16466,1
197322,0,16467,0
197342,0,16469,4
197500,0,16482,0
197581,0,16489,2
197685,1,16497,1
197687,1,16498,10
197735,0,16502,1
197787,2,16506,4
197820,0,16509,1
197852,1,16512,2
197903,0,16516,1
197943,0,16520,0
198001,0,16524,2
198075,0,16531,1
198087,1,16532,1
198143,1,16536,2
198153,0,16537,2
198181,0,16539,5
198223,0,16543,0
198245,0,16545,0
198288,0,16548,1
198336,0,16552,1
198340,0,16553,1
198382,0,16556,3
198414,2,16559,3
198436,1,16561,9
198448,0,16562,4
198497,1,16566,3
198512,0,16567,5
198536,0,16569,2
198555,1,16571,3
198578,2,16573,9
198598,0,16574,2
198616,1,16576,2
198650,0,16579,0
198681,0,16581,1
198690,0,16582,1
198727,0,16585,0
198762,3,16588,5
198867,0,16597,2
198883,0,16598,3
198893,0,16599,0
198968,0,16605,2
199002,0,16608,2
199018,0,16609,1
199026,0,16610,1
199063,0,16613,1
199102,0,16616,3
199140,1,16619,6
199165,0,16622,1
199202,0,16625,1
199219,1,16626,3
199229,0,16627,0
199247,0,16628,0
199271,0,16630,3
199280,0,16631,1
199299,1,16633,4
199327,0,16635,1
199396,0,16641,2
199408,0,16642,1
199441,1,16645,2
199522,0,16652,0
199533,0,16653,1
199575,2,16656,3
199578,0,16657,0
199597,1,16658,1
199640,0,16662,1
199655,0,16663,3
199663,0,16664,0
199717,0,16668,2
199734,1,16670,6
199748,0,16671,1
199765,2,16672,3
199857,0,16680,2
199885,1,16682,3
199895,0,16683,2
199904,1,16684,4
199920,0,16685,1
199944,0,16687,6
200017,0,16693,1
200047,0,16696,1
200072,0,16698,1
200085,0,16699,1
200115,0,16701,4
200155,1,16705,5
200167,0,16706,1
200197,0,16708,1
200228,0,16711,0
200242,0,16712,0
200257,0,16713,0
200274,0,16715,3
200310,0,16718,0
200344,0,16720,2
200350,0,16721,2
200362,0,16722,1
200382,0,16724,0
200401,0,16725,2
200412,0,16726,2
200444,0,16729,1
200474,0,16731,2
200539,0,16737,1
200595,0,16741,4
200603,0,16742,1
200719,0,16752,3
200771,0,16756,1
200934,0,16770,4
200965,0,16772,0
201025,1,16777,3
201069,0,16781,2
201113,0,16785,1
201125,0,16786,0
201145,0,16787,1
201174,0,16790,1
201234,0,16795,4
201292,0,16799,0
201306,0,16801,3
201339,0,16803,0
201355,0,16805,3
201383,0,16807,2
201394,0,16808,0
201403,0,16809,0
201447,0,16813,1
201476,0,16815,0
201497,0,16817,0
201525,0,16819,2
201539,1,16821,4
201623,2,16828,4
201668,0,16831,3
201731,0,16837,1
201757,0,16839,7
201770,0,16840,1
201847,0,16846,2
201892,0,16850,0
201954,0,16855,1
201963,0,16856,1
202021,0,16861,1
202074,1,16865,4
202085,0,16866,2
202113,0,16868,1
202139,0,16871,0
202171,1,16873,2
202220,0,16877,0
202225,0,16878,3
202243,0,16879,0
202288,0,16883,0
202319,0,16886,0
202346,0,16888,0
202386,0,16891,0
202392,0,16892,0
202427,0,16895,0
202467,0,16899,0
202486,0,16900,1
202532,0,16904,1
202561,0,16907,0
202597,0,16910,5
202609,0,16911,2
202627,1,16912,9
202636,1,16913,2
202651,1,16914,3
202706,1,16919,2
202751,0,16923,0
202820,1,16928,2
202833,0,16930,0
202857,0,16932,1
202936,0,16938,0
202961,2,16940,8
202983,0,16942,0
203026,0,16946,3
203055,0,16948,0
203079,0,16950,1
203099,0,16952,2
203119,0,16953,1
203137,0,16955,0
203180,1,16958,3
203190,1,16959,4
203193,1,16960,5
203225,0,16962,1
203257,1,16965,3
203289,0,16968,2
203310,0,16969,2
203343,0,16972,0
203398,0,16977,0
203422,0,16979,0
203439,0,16980,5
203461,0,16982,1
203509,0,16987,1
203521,0,16988,2
203545,2,16990,6
203579,0,16992,5
203591,0,16993,0
203598,0,16994,0
203624,0,16996,1
203645,0,16998,2
203692,0,17002,2
203727,0,17005,3
203760,0,17008,6
203772,0,17009,0
203850,3,17015,10
203894,2,17019,8
203932,0,17022,2
203944,0,17023,0
203950,1,17024,1
204047,0,17032,0
204070,0,17034,2
204122,0,17038,1
204133,0,17039,0
204138,0,17040,0
204151,0,17041,0
204165,1,17042,2
204207,0,17045,0
204214,0,17046,3
204224,0,17047,0
204237,0,17048,0
204374,2,17059,5
204393,4,17061,11
204401,0,17062,1
204426,0,17064,0
204502,0,17070,1
204516,0,17071,0
204522,0,17072,1
204539,0,17073,1
204549,0,17074,0
204575,1,17076,2
204613,0,17079,2
204657,0,17083,1
204674,0,17084,0
204709,0,17087,1
204722,0,17088,0
204736,0,17090,1
204796,0,17095,2
204810,0,17096,2
204842,0,17098,0
204854,0,17099,0
204870,0,17101,0
204883,0,17102,1
204912,0,17104,1
204924,0,17105,1
204943,1,17107,1
204960,0,17108,1
204984,2,17110,9
205006,0,17112,1
205039,0,17115,0
205097,0,17120,0
205116,1,17122,4
205136,2,17123,7
205174,0,17126,1
205201,0,17129,1
205212,0,17130,0
205229,0,17131,2
205235,1,17132,3
205354,1,17141,2
205378,0,17143,0
205394,0,17145,1
205410,0,17146,1
205448,0,17149,0
205490,1,17153,2
205502,2,17154,5
205536,0,17157,2
205559,0,17159,0
205584,0,17161,1
205662,0,17167,0
205681,0,17169,0
205719,0,17172,2
205732,0,17173,3
205769,0,17176,0
205799,0,17179,1
205812,0,17180,0
205825,0,17181,3
205841,2,17182,4
205899,0,17187,0
205911,0,17188,1
205957,0,17192,2
205997,1,17195,3
206004,0,17196,1
206033,0,17198,0
206072,0,17201,0
206081,1,17202,1
206120,2,17205,6
206137,0,17207,0
206181,0,17210,1
206199,0,17212,1
206218,0,17214,0
206246,2,17216,9
206268,0,17218,1
206285,1,17219,3
206327,1,17223,2
206340,0,17224,2
206364,0,17227,1
206405,0,17230,1
206425,1,17232,2
206439,0,17233,0
206464,1,17235,4
206474,0,17236,0
206493,0,17237,1
206503,0,17238,1
206548,0,17242,0
206555,1,17243,6
206567,1,17244,5
206586,0,17245,0
206703,0,17255,0
206743,0,17258,0
206763,1,17260,2
206860,0,17268,2
206879,1,17270,2
206921,0,17273,0
206941,0,17275,1
206973,0,17277,1
207042,0,17283,0
207077,0,17286,5
207136,0,17291,0
207150,0,17292,0
207194,1,17296,4
207218,0,17298,1
207278,0,17304,0
207342,1,17309,2
207353,1,17310,8
207390,0,17313,5
207448,0,17318,0
207470,0,17320,1
207516,0,17323,0
207552,0,17326,1
207553,0,17327,1
207594,0,17330,0
207644,0,17334,1
207675,0,17337,2
207686,0,17338,2
207803,0,17347,1
207807,0,17348,4
207835,0,17350,0
207870,0,17353,2
207879,1,17354,7
207901,0,17356,4
207942,0,17359,0
207951,0,17360,1
207973,0,17362,0
208065,0,17369,0
208077,0,17370,1
208128,0,17374,0
208134,0,17375,2
208146,0,17376,0
208155,0,17377,2
208186,0,17379,3
208195,1,17380,4
208252,0,17385,2
208287,0,17388,0
208353,0,17393,3
208363,0,17394,0
208411,0,17398,2
208419,1,17399,6
208461,0,17403,0
208473,0,17404,1
208502,0,17406,1
208585,2,17414,6
208598,0,17415,0
208612,3,17416,11
208641,0,17418,2
208645,0,17419,0
208665,0,17420,0
208673,1,17421,5
208690,0,17422,0
208719,0,17425,0
208746,0,17427,2
208759,0,17428,1
208764,0,17429,3
208788,0,17431,0
208835,0,17434,0
208877,0,17438,1
208922,0,17442,0
208960,0,17445,0
208965,0,17446,0
208987,0,17448,3
209033,0,17452,0
209066,0,17454,1
209074,0,17455,1
209083,0,17456,0
209101,1,17457,3
209128,1,17459,2
209185,0,17464,0
209198,0,17465,0
209207,0,17466,4
209236,0,17468,4
209263,2,17471,5
209281,1,17472,1
209296,0,17473,4
209297,1,17474,6
209359,0,17479,1
209385,1,17481,2
209411,0,17484,2
209441,0,17486,0
209452,0,17487,1
209526,2,17494,10
209544,1,17495,2
209610,0,17501,0
209643,0,17503,0
209658,0,17505,2
209674,0,17506,0
209692,0,17507,0
209724,0,17510,0
209793,1,17516,4
209804,0,17517,5
209827,0,17519,0
209839,1,17520,3
209878,0,17523,1
209929,0,17527,0
209945,0,17529,2
209985,0,17532,2
210001,1,17533,2
210011,0,17534,0
210043,2,17537,6
210057,2,17538,3
210088,0,17541,2
210166,1,17547,3
210187,0,17549,1
210198,0,17550,1
210227,1,17552,4
210313,0,17559,3
210344,1,17562,1
210353,0,17563,0
210371,0,17564,2
210410,0,17568,1
210481,0,17574,1
210509,0,17576,1
210518,0,17577,0
210583,0,17582,0
210615,0,17585,0
210636,0,17587,0
210655,0,17588,1
210708,0,17593,0
210768,0,17598,0
210784,0,17599,1
210825,0,17602,3
210861,0,17605,2
210878,0,17607,0
210893,0,17608,2
210960,0,17614,0
211010,0,17618,2
211043,1,17621,1
211087,0,17624,1
211138,1,17629,1
211161,0,17630,1
211166,1,17631,2
211221,1,17635,4
211239,0,17637,0
211280,0,17640,0
211287,0,17641,0
211311,2,17643,5
211322,1,17644,7
211397,0,17650,0
211409,1,17651,3
211482,1,17658,5
211542,0,17663,2
211579,0,17666,2
211591,2,17667,6
211598,1,17668,3
211619,0,17670,1
211645,0,17672,1
211693,0,17676,1
211720,0,17678,5
211739,0,17680,0
211783,0,17683,0
211830,0,17687,7
211877,0,17691,1
211896,0,17693,0
211927,1,17695,2
211968,0,17699,1
211979,0,17700,5
212001,3,17701,9
212065,1,17707,4
212104,1,17710,2
212160,0,17715,0
212180,0,17716,0
212192,0,17717,0
212268,0,17724,0
212378,1,17733,3
212396,0,17734,4
212404,0,17735,0
212420,0,17736,0
212426,0,17737,0
212512,2,17744,8
212525,0,17745,2
212581,2,17750,6
212599,0,17751,1
212668,0,17757,0
