,пятерочки,айди_магазина,магазины
178462,0,14892,3
178498,2,14895,8
178518,0,14896,4
178609,1,14904,3
178624,1,14905,4
178629,1,14906,3
178663,0,14908,3
178706,2,14912,3
178723,2,14913,5
178728,1,14914,5
178744,2,14915,5
178748,3,14916,9
178767,1,14917,7
178772,1,14918,5
178793,0,14919,2
178839,2,14923,5
178902,4,14928,6
178916,2,14930,4
178928,2,14931,4
178942,2,14932,6
178964,2,14934,4
178984,0,14935,1
179009,1,14937,9
179156,0,14950,1
179304,0,14962,3
179417,1,14971,7
179516,1,14980,2
179535,0,14981,7
179716,1,14996,5
179952,2,15016,3
180025,1,15022,4
180066,0,15025,1
180136,0,15031,2
180289,3,15044,5
180351,1,15049,3
180393,0,15053,2
180466,2,15059,7
180645,1,15074,3
180664,0,15075,2
180696,0,15078,5
180797,2,15086,7
180809,1,15087,2
180821,1,15088,3
181224,2,15122,5
181244,1,15124,5
181274,1,15127,5
181312,5,15130,16
181355,0,15133,1
181552,1,15150,5
181709,1,15163,3
181730,0,15165,1
181760,1,15167,9
181795,0,15170,3
181835,1,15173,6
181873,3,15177,9
182101,1,15196,4
182163,1,15201,7
182264,0,15210,0
182286,0,15211,2
182343,2,15216,5
182375,3,15219,9
182551,4,15233,13
182623,1,15239,7
182700,0,15246,2
182917,0,15264,0
182978,2,15269,4
183025,2,15273,4
183040,1,15274,3
183074,0,15277,5
183117,0,15281,5
183189,0,15287,0
183200,1,15288,4
183224,2,15290,9
183367,1,15302,5
183411,1,15305,5
183477,0,15311,2
183614,2,15322,8
183716,0,15331,1
183908,0,15347,3
183930,3,15349,6
183998,1,15354,2
184006,0,15355,4
184048,3,15358,5
184065,0,15360,0
184265,3,15376,9
184274,0,15377,5
184372,1,15385,3
184598,3,15404,6
184726,0,15415,4
185024,6,15440,13
185177,0,15452,1
185189,0,15453,1
185216,0,15456,0
185232,1,15457,3
185265,1,15460,6
185409,1,15472,4
185438,0,15474,4
185538,2,15483,5
185709,0,15497,7
185890,0,15512,0
185895,1,15513,10
186001,0,15521,3
186085,2,15528,6
186208,0,15539,0
186235,2,15541,3
186298,3,15546,9
186445,0,15558,1
186499,3,15563,4
187195,1,15621,11
187288,1,15629,4
187300,2,15630,7
187319,1,15631,8
187347,1,15634,5
187517,2,15648,5
187544,1,15650,5
187607,3,15655,9
187653,1,15659,2
187683,2,15662,2
187706,0,15664,1
187757,1,15668,8
187875,0,15678,3
187915,1,15681,4
188026,2,15691,4
188131,1,15699,4
188217,1,15707,3
188455,1,15726,3
188802,2,15756,5
188858,1,15760,9
189070,0,15778,0
189089,0,15779,2
189308,3,15798,7
189346,3,15801,8
189642,3,15826,6
189713,1,15832,7
189807,2,15839,7
189809,1,15840,6
189869,1,15845,1
190343,0,15884,2
190363,1,15886,2
190408,0,15889,0
190437,1,15892,3
190458,0,15894,6
190490,0,15896,2
190600,3,15905,5
190629,1,15908,7
190680,0,15912,2
190685,1,15913,4
190756,1,15918,5
190933,0,15933,2
191184,1,15954,5
191205,1,15956,3
191270,2,15961,5
191419,1,15974,6
191438,0,15975,0
191455,2,15977,7
191465,0,15978,1
191595,1,15989,7
191653,1,15993,3
191691,0,15997,3
191778,1,16004,5
191809,1,16006,5
191874,1,16012,5
192015,1,16024,5
192037,1,16025,4
192083,0,16029,1
192221,1,16041,1
192234,1,16042,6
192288,0,16046,2
192351,0,16052,0
192367,0,16053,6
192419,3,16057,8
192428,0,16058,1
192472,1,16062,1
192533,2,16067,5
192624,1,16074,5
192862,1,16094,4
192909,3,16098,9
192935,0,16100,1
193078,3,16112,8
193117,4,16115,11
193529,1,16150,5
193754,1,16168,7
193974,3,16187,7
194046,0,16193,1
194234,2,16209,6
194274,4,16212,6
194294,1,16214,6
194370,0,16220,4
194463,2,16228,4
194504,0,16231,3
194506,2,16232,6
194669,3,16245,7
194727,2,16250,4
194778,2,16254,5
194837,0,16259,3
194966,0,16270,2
195130,3,16284,5
195150,3,16285,7
195156,2,16286,7
195171,4,16287,8
195186,5,16288,10
195193,3,16289,11
195200,3,16290,12
195237,0,16293,3
195256,0,16294,1
195354,1,16302,2
195366,3,16303,7
195409,2,16307,11
195498,0,16314,3
195538,1,16318,5
195816,1,16341,2
195832,0,16342,2
195852,1,16344,3
195920,2,16350,6
195985,2,16355,5
196214,1,16374,3
196301,1,16381,5
196318,2,16383,7
196607,1,16407,7
196802,1,16424,8
196858,2,16428,4
196993,0,16440,1
197015,0,16442,4
197035,0,16443,3
197288,0,16464,1
197401,2,16474,10
197472,0,16480,0
197487,0,16481,3
197541,0,16485,0
197827,1,16510,3
197906,0,16517,1
197965,0,16521,1
197989,0,16523,2
198122,3,16535,12
198308,4,16550,7
198373,2,16555,6
198551,2,16570,8
198643,3,16578,5
198708,0,16583,2
198720,0,16584,0
199076,0,16614,5
199124,2,16618,6
199289,1,16632,7
199390,0,16640,1
199418,2,16643,5
199557,2,16655,7
199796,1,16675,7
199811,0,16676,2
200039,0,16695,4
200223,1,16710,4
200477,4,16732,8
200505,1,16734,1
200520,0,16735,3
200532,1,16736,2
200550,0,16738,4
200574,0,16740,2
200612,0,16743,1
200781,0,16757,0
200817,3,16760,6
200825,3,16761,9
200838,1,16762,4
200850,1,16763,3
200864,2,16764,7
200875,0,16765,0
201013,0,16776,5
201096,3,16783,5
201197,3,16792,7
201263,1,16797,3
201437,0,16812,1
201578,3,16824,11
201783,2,16841,5
201901,0,16851,1
202018,0,16860,2
202188,1,16875,4
202296,0,16884,1
202307,2,16885,7
202332,2,16887,6
202369,1,16890,6
202520,1,16903,7
202537,1,16905,3
202671,4,16916,9
202690,1,16917,3
202693,3,16918,9
202713,5,16920,10
202731,5,16921,10
202747,2,16922,4
202765,2,16924,6
202778,1,16925,2
202790,2,16926,5
202805,2,16927,4
202830,0,16929,0
202952,1,16939,5
202973,0,16941,2
203016,2,16945,3
203041,0,16947,0
203066,0,16949,2
203165,1,16957,3
203209,0,16961,3
203267,1,16966,3
203447,0,16981,5
203500,0,16986,0
203533,2,16989,3
203615,2,16995,7
203679,1,17001,1
203797,0,17011,3
203858,1,17016,3
203964,2,17025,7
203996,0,17028,1
204279,0,17051,1
204307,2,17054,6
204351,0,17057,0
204461,1,17067,6
204761,1,17092,6
204826,1,17097,6
204969,0,17109,1
205032,0,17114,0
205286,2,17136,3
205466,1,17151,8
205578,1,17160,2
205604,1,17162,2
205751,3,17175,5
205782,3,17177,7
205791,2,17178,4
205939,0,17190,2
205967,2,17193,4
206019,1,17197,6
206217,1,17213,2
206257,0,17217,1
206311,2,17221,5
206455,0,17234,3
206664,1,17252,2
206726,0,17257,3
206820,1,17265,2
206835,0,17266,3
206958,2,17276,5
207050,0,17284,3
207092,1,17287,3
207104,1,17288,5
207174,0,17294,1
207412,2,17315,7
207578,3,17329,7
207725,1,17341,2
207733,0,17342,0
207760,0,17344,0
207769,1,17345,7
208042,1,17367,3
208114,0,17373,3
208278,1,17387,10
208440,3,17400,9
208558,0,17411,0
208569,0,17412,1
208574,1,17413,5
208701,1,17423,3
208932,2,17443,3
208976,2,17447,6
209054,0,17453,1
209137,3,17460,5
209144,0,17461,1
209254,1,17470,3
209314,0,17475,0
209393,1,17482,6
209430,0,17485,1
209522,0,17493,0
209589,2,17499,3
209710,0,17509,3
209756,1,17513,4
210172,2,17548,7
210238,0,17553,4
210243,1,17554,2
210261,2,17555,5
210408,0,17567,0
210532,2,17578,7
210558,0,17580,2
210633,0,17586,1
210726,2,17594,9
210759,0,17597,2
210810,1,17601,10
211028,2,17619,6
211059,3,17622,9
211232,0,17636,6
211260,3,17639,7
211421,0,17652,1
211509,2,17660,4
211533,0,17662,1
211687,0,17675,0
211731,3,17679,6
211917,2,17694,5
211942,3,17696,7
211951,1,17697,9
212126,0,17712,0
212231,1,17721,5
212250,3,17722,7
212256,1,17723,5
212306,3,17727,8
212458,0,17740,2
212556,0,17748,4
212605,0,17752,1
212614,1,17753,5
212658,1,17756,7
212688,5,17759,9
212783,0,17767,3
212808,3,17769,7
212922,4,17778,11
212999,0,17785,0
213042,1,17789,7
213057,0,17790,1
213087,2,17792,5
213140,1,17797,4
213237,1,17805,2
213276,0,17808,1
213457,1,17823,2
213672,0,17841,3
214149,1,17881,4
214259,2,17890,4
214455,2,17907,7
214567,1,17917,3
214579,2,17918,4
214601,2,17919,5
214626,1,17921,4
214635,1,17922,5
214661,0,17924,0
214671,2,17925,3
214685,4,17926,10
214688,1,17927,3
214720,1,17929,7
214725,1,17930,1
214737,0,17931,4
214762,1,17933,2
214797,2,17936,5
214807,0,17937,4
214821,1,17938,4
214900,3,17944,10
214909,1,17945,3
215125,0,17964,0
215273,0,17976,0
215408,1,17988,3
215499,0,17995,4
216027,1,18039,3
216047,1,18041,3
216218,4,18056,9
216343,5,18066,10
216354,0,18067,3
216464,3,18077,8
216528,1,18082,3
217252,0,18143,1
217585,0,18171,6
217660,1,18177,6
217666,0,18178,3
217758,2,18186,2
217842,1,18193,2
217853,2,18194,5
217911,1,18199,4
218111,1,18216,8
218163,2,18221,4
218244,3,18227,7
218299,2,18232,2
218367,0,18238,3
218733,1,18269,3
218737,0,18270,3
218837,1,18278,5
218862,0,18280,0
218869,2,18281,7
218898,0,18283,0
218992,1,18291,5
219090,1,18299,5
219161,1,18305,5
219334,4,18319,9
219422,1,18327,3
219540,0,18336,2
219634,1,18344,4
219645,0,18345,1
219674,0,18348,3
219761,1,18355,3
220044,1,18379,4
220260,2,18397,4
220355,0,18405,4
220645,0,18429,2
220653,1,18430,7
220717,1,18435,2
220760,0,18439,1
220814,1,18443,5
221117,2,18469,4
221182,1,18475,6
221196,0,18476,0
221294,2,18484,5
221831,1,18530,2
221861,0,18532,2
221865,1,18533,2
222004,0,18544,3
222058,1,18549,10
222271,0,18567,1
222322,3,18571,9
222439,1,18581,6
222665,0,18600,1
223020,0,18630,2
223134,0,18640,6
223190,3,18644,9
223201,0,18645,3
223273,1,18651,5
223327,0,18656,1
223358,1,18659,1
223383,1,18661,6
223614,0,18680,3
223719,1,18689,6
223912,1,18706,3
223940,0,18708,1
224174,2,18728,3
224186,0,18729,2
224653,1,18768,7
224657,1,18769,6
224714,1,18773,1
224819,1,18782,6
224902,2,18790,5
225001,1,18798,3
225035,2,18802,4
225239,1,18819,3
225456,2,18838,8
225513,1,18842,4
225517,1,18843,3
225573,1,18848,8
225688,0,18857,0
225876,2,18873,4
225934,1,18878,4
226180,1,18898,5
226268,2,18906,5
226285,2,18907,9
226337,0,18912,4
226352,0,18913,5
226587,2,18933,8
226935,0,18962,0
227017,0,18969,0
227058,1,18973,6
227212,0,18986,0
227335,2,18996,6
227377,0,19000,2
227679,0,19027,1
227761,2,19033,4
227876,1,19043,2
228016,2,19055,6
228039,2,19057,9
228268,1,19076,4
228295,1,19078,4
228312,0,19080,0
228420,0,19089,1
228539,2,19100,5
228740,3,19117,7
229285,0,19165,0
229396,1,19175,3
229541,0,19187,6
229857,1,19214,1
229985,1,19226,5
230033,0,19230,3
230081,4,19234,8
230100,0,19235,2
230106,2,19236,4
230385,0,19260,0
230479,0,19268,4
230518,3,19271,5
231010,5,19312,13
231195,4,19328,12
231214,3,19329,9
231220,1,19330,7
231240,1,19331,7
231262,1,19333,4
231425,3,19347,5
231473,0,19351,1
231497,2,19353,5
231523,1,19355,1
231563,4,19359,9
231624,2,19364,8
231769,2,19376,5
231796,1,19378,7
231804,1,19379,3
231840,1,19382,4
232088,1,19403,3
232125,0,19406,1
232256,0,19417,0
232451,0,19434,1
232714,1,19456,1
232881,2,19470,8
233358,1,19511,2
233579,0,19529,3
233721,1,19542,9
233778,2,19547,4
234137,2,19578,4
234149,0,19579,1
234218,1,19584,7
234270,0,19589,9
234290,1,19590,4
234360,0,19596,0
234403,0,19600,0
235193,0,19667,6
235199,0,19668,5
235258,0,19673,0
235383,0,19684,1
235448,1,19689,5
235460,0,19690,7
235606,1,19703,4
235636,0,19705,1
235827,0,19722,3
235874,1,19726,5
236098,1,19745,5
236142,0,19749,3
236196,4,19754,14
236292,1,19762,5
236307,1,19763,8
236355,4,19767,10
236395,0,19771,0
236441,2,19775,7
236528,0,19782,2
236878,1,19811,3
236950,2,19818,7
237012,2,19823,5
237352,0,19852,1
237390,0,19856,1
237484,1,19864,3
237565,4,19871,13
237721,1,19884,6
238126,0,19918,2
238240,2,19928,8
238401,0,19943,3
238634,2,19964,2
238856,0,19983,6
238901,3,19986,6
238949,0,19990,2
239087,1,20003,4
239329,2,20024,9
239408,2,20030,4
239558,0,20043,2
239604,0,20047,7
239859,0,20069,4
240096,2,20089,9
240718,0,20143,5
240805,2,20152,7
241355,0,20199,0
241576,1,20218,2
241639,0,20224,0
241776,1,20237,3
242026,0,20258,0
242138,1,20267,7
242472,0,20296,2
242484,0,20297,4
242530,0,20301,7
242721,0,20318,0
243203,1,20361,3
243258,2,20366,5
243395,2,20379,7
243532,0,20390,0
243580,0,20394,0
243651,0,20400,1
243752,0,20409,0
243865,0,20419,6
244083,0,20439,4
244517,1,20476,3
244551,4,20479,12
244573,3,20481,7
244582,0,20482,2
244586,3,20483,11
244604,1,20484,3
244611,4,20485,10
244625,1,20486,2
244636,1,20487,1
244647,3,20488,9
244658,5,20489,11
244672,1,20490,6
244702,1,20492,3
244705,5,20493,7
244717,3,20494,5
244731,1,20495,2
244742,3,20496,9
244754,2,20497,5
244758,0,20498,0
244776,3,20499,10
244784,3,20500,10
244795,3,20501,5
244818,1,20503,5
244835,0,20504,1
244837,1,20505,1
244848,1,20506,2
244863,0,20507,2
244880,0,20508,0
245543,2,20571,5
245791,0,20594,0
246230,1,20634,2
246362,1,20646,8
246398,1,20649,4
246705,1,20676,6
246839,0,20687,2
247040,1,20706,3
247186,1,20720,2
247277,0,20729,5
247337,3,20734,6
247397,0,20739,4
247404,2,20740,7
247672,1,20763,4
247966,0,20790,2
247980,0,20791,0
248031,0,20796,0
248063,0,20799,3
248250,3,20816,9
248572,2,20844,7
248691,0,20855,2
248793,0,20865,4
248909,4,20876,11
249300,1,20913,9
249419,0,20924,0
249510,0,20933,2
249695,1,20952,3
249720,0,20955,4
249834,1,20966,4
249853,0,20968,1
249897,1,20972,2
249999,0,20983,2
250187,0,21001,0
250220,1,21005,3
250326,2,21017,4
250351,4,21019,6
250661,0,21048,4
250688,2,21050,7
251120,0,21090,1
251261,0,21103,0
251304,0,21107,0
251327,0,21109,2
251775,0,21152,0
251905,2,21163,4
251937,2,21166,5
252051,1,21177,6
252053,0,21178,3
252065,1,21179,2
252075,0,21180,3
252081,0,21181,2
252090,0,21183,5
252101,1,21184,5
252111,0,21185,4
252182,1,21193,6
252199,0,21194,7
252200,0,21195,7
252210,0,21196,3
252220,1,21197,7
252230,0,21198,4
252243,0,21200,4
252254,0,21201,3
252269,1,21203,6
252278,0,21204,6
252286,0,21205,3
252299,0,21206,1
252306,2,21207,6
252583,0,21233,1
252607,3,21235,7
252736,0,21247,0
253039,1,21277,8
253134,2,21287,8
253198,1,21294,2
253295,1,21305,5
253325,0,21307,1
253333,1,21308,3
253361,3,21311,8
253399,6,21315,13
253883,2,21370,7
253963,0,21378,5
254031,3,21387,10
254097,3,21394,8
254140,0,21399,2
254273,2,21415,4
254288,1,21416,2
254311,1,21419,1
254528,2,21441,5
254633,0,21453,5
254666,0,21456,3
254667,0,21457,3
254692,1,21459,2
254807,1,21473,4
254951,0,21491,1
255010,1,21498,1
255063,0,21505,0
255079,0,21508,1
255171,0,21520,2
255248,1,21529,4
255276,3,21533,7
255406,2,21550,5
255551,2,21571,7
255826,1,21614,2
255891,2,21622,7
255930,2,21626,4
255970,0,21631,0
256026,2,21639,6
256034,1,21640,5
256047,1,21642,5
256088,0,21647,0
256152,7,21655,16
256300,1,21677,4
256353,2,21684,6
256451,0,21698,3
256478,0,21703,5
256565,0,21715,0
256566,1,21716,2
256635,3,21727,9
2,0,0,2
72,0,6,2
102,1,8,1
118,1,9,5
183,1,15,5
208,1,17,3
254,0,21,1
296,0,24,1
306,1,25,6
365,0,30,2
385,0,32,4
475,0,39,2
531,0,44,0
597,2,49,4
636,0,53,0
678,0,56,2
695,1,57,2
764,0,63,3
772,0,64,5
839,0,69,1
841,0,70,1
868,0,72,1
917,0,76,0
930,0,77,1
948,0,79,2
984,0,82,1
1005,0,83,1
1060,0,88,0
1085,0,90,0
1105,0,92,0
1143,2,95,6
1168,1,97,2
1177,1,98,4
1203,0,100,1
1234,1,102,3
1261,1,105,2
1401,1,116,3
1441,1,120,6
1458,0,121,0
1512,1,126,5
1532,0,127,1
1541,1,128,4
1569,0,130,4
1582,0,131,0
1594,0,132,1
1635,1,136,3
1653,0,137,1
1675,0,139,1
1719,0,143,2
1735,0,144,0
1752,0,146,6
1779,0,148,1
1845,0,153,3
1851,0,154,0
1879,0,156,4
1887,0,157,0
1909,0,159,0
1940,0,161,1
1994,0,166,2
2004,0,167,3
2041,0,170,1
2076,0,173,1
2109,0,175,6
2120,0,176,0
2179,0,181,0
2191,0,182,1
2219,0,184,1
2281,3,190,8
2313,0,192,1
2330,1,194,2
2466,1,205,3
2492,1,207,9
2499,0,208,0
2538,0,211,4
2613,3,217,9
2650,0,220,1
2662,0,221,0
2673,1,222,3
2681,1,223,6
2690,0,224,2
2724,0,227,2
2743,1,228,3
2771,0,230,2
2778,0,231,0
2786,1,232,2
2805,0,233,1
2816,0,234,2
2838,1,236,2
2862,1,238,1
2870,0,239,1
2891,0,240,4
2985,0,248,1
2990,0,249,2
3008,0,250,2
3119,1,259,4
3200,0,266,1
3216,1,268,3
3233,1,269,6
3252,2,271,3
3336,0,278,0
3376,1,281,6
3394,2,282,4
3427,2,285,5
3505,0,292,0
3519,0,293,0
3531,1,294,3
3556,0,296,1
3567,0,297,0
3582,0,298,3
3652,1,304,7
3678,0,306,2
3695,0,307,0
3704,0,308,1
3714,0,309,1
3721,0,310,0
3827,0,318,2
3864,0,322,3
3898,1,324,4
3900,0,325,2
3914,0,326,1
3929,0,327,0
3940,0,328,1
3952,0,329,3
3973,0,331,2
4015,0,334,0
4028,2,335,3
4075,1,339,3
4130,0,344,0
4151,0,345,0
4170,1,347,5
4180,0,348,1
4192,1,349,3
4231,0,352,1
4265,0,355,0
4293,0,357,3
4308,2,359,3
4320,1,360,3
4336,0,361,0
4352,0,362,1
4386,0,365,4
4397,2,366,8
4409,0,367,2
4432,1,369,6
4442,0,370,1
4481,0,373,1
4519,0,376,2
4543,0,378,3
4569,1,380,3
4574,1,381,2
4586,0,382,2
4655,0,387,1
4704,1,392,4
4721,1,393,2
4750,1,395,3
4774,0,397,2
4805,0,400,3
4915,0,409,0
4925,0,410,1
4945,0,412,4
4965,0,413,5
4973,0,414,2
5015,0,417,2
5055,0,421,0
5140,1,428,2
5167,1,430,6
5180,0,431,1
5185,2,432,4
5240,0,436,2
5250,0,437,1
5263,0,438,1
5280,0,440,1
5322,1,443,5
5397,0,449,2
5519,1,459,3
5600,0,466,0
5630,0,469,2
5662,0,471,1
5698,4,474,13
5746,0,478,1
5770,1,480,2
5878,0,489,2
5933,1,494,3
5967,1,497,2
6002,0,500,1
6013,0,501,4
6032,1,502,5
6062,0,505,0
6081,0,506,2
6181,1,515,1
6328,0,527,0
6348,0,529,2
6505,0,542,2
6546,0,545,2
6601,1,550,4
6639,1,553,3
6693,0,557,6
6793,1,566,4
6840,1,570,2
6863,0,571,2
6904,0,575,1
6948,0,579,0
6992,0,582,1
7036,0,586,2
7075,0,589,2
7166,0,597,1
7422,1,618,6
7433,0,619,0
7469,0,622,1
7483,1,623,5
7561,0,630,3
7592,1,632,1
7623,0,635,1
7646,0,637,0
7660,3,638,6
7691,1,640,4
7730,1,644,6
7751,0,645,1
7842,0,653,2
7849,0,654,3
7898,0,658,1
7934,0,661,1
7952,0,662,0
8050,0,670,1
8060,0,671,0
8068,0,672,0
8109,0,675,3
8121,0,676,0
8139,0,678,1
8206,0,683,1
8262,0,688,2
8276,0,689,3
8310,0,692,1
8328,0,694,0
8348,0,695,3
8394,0,699,2
8416,1,701,2
8432,2,702,5
8498,1,708,3
8534,0,711,1
8563,0,713,1
8698,3,724,11
8732,1,727,6
8734,1,728,6
8775,0,731,2
8851,0,737,0
8864,1,738,4
8888,0,740,2
9010,1,751,5
9047,3,754,9
9059,0,755,3
9074,0,756,0
9123,0,760,0
9164,0,763,1
9183,0,765,0
9196,0,766,0
9203,0,767,5
9292,0,774,0
9316,0,776,0
9411,1,784,2
9539,1,795,4
9554,0,796,2
9567,0,797,0
9607,0,800,4
9674,1,806,7
9688,0,807,0
9714,3,809,11
9719,0,810,4
9732,0,811,2
9745,0,812,0
9758,1,813,2
9824,0,818,2
9889,0,824,6
9933,0,827,1
9938,0,828,0
9967,2,830,5
10027,0,835,2
10112,0,842,4
10122,0,843,2
10154,1,846,5
10196,0,849,0
10217,0,851,5
10227,1,852,8
10269,0,855,1
10278,0,856,0
10324,0,860,0
10377,0,864,5
10383,1,865,1
10390,0,866,4
10529,0,877,4
10551,0,879,2
10581,1,881,6
10590,0,882,1
10640,0,886,1
10692,3,891,13
10708,0,892,2
10768,0,897,3
10835,0,903,3
10856,0,904,1
10858,0,905,1
10925,0,910,2
10971,0,914,1
10976,0,915,0
10987,1,916,5
11006,1,918,3
11076,1,923,3
11118,0,927,0
11164,0,931,1
11206,0,934,0
11220,0,935,2
11280,0,940,0
11335,0,945,5
11371,0,948,2
11380,1,949,3
11701,1,976,1
11713,0,977,0
11718,0,978,4
11737,2,979,5
11748,1,980,6
11752,1,981,5
11767,1,982,4
11783,0,983,9
11844,0,988,4
11856,0,989,4
11861,0,990,4
12040,1,1005,5
12110,0,1010,1
12200,1,1018,9
12239,0,1021,3
12255,1,1022,2
12260,0,1023,0
12293,1,1026,1
12344,0,1031,2
12362,0,1032,3
12386,1,1034,5
12417,1,1037,3
12428,0,1038,0
12461,0,1040,3
12493,0,1043,1
12517,0,1045,1
12541,0,1047,0
12576,0,1050,0
12635,1,1055,6
12664,0,1057,2
12678,1,1058,3
12684,2,1059,6
12693,3,1060,9
12713,3,1061,9
12720,2,1062,6
12729,4,1063,13
12744,1,1064,3
12760,1,1065,4
12765,0,1066,2
12782,2,1067,8
13341,0,1114,1
13419,0,1120,0
13432,0,1121,6
13439,2,1122,11
13456,1,1123,9
13467,0,1124,3
13568,0,1133,1
13641,0,1139,2
13791,0,1151,0
13797,0,1152,0
13967,1,1166,2
13995,2,1168,5
14011,0,1169,1
14018,0,1170,3
14043,1,1172,3
14049,1,1173,3
14064,1,1174,2
14079,1,1175,3
14098,0,1177,0
14532,1,1213,9
14543,1,1214,7
14560,0,1215,0
14566,0,1216,4
14581,1,1217,5
14595,3,1218,7
14606,0,1219,1
14618,0,1220,3
14626,2,1221,8
14641,1,1222,2
14757,0,1232,3
14769,0,1233,0
14789,2,1234,7
14800,1,1235,5
14804,0,1236,3
14826,0,1237,2
14829,1,1238,3
14840,1,1239,2
14863,2,1240,5
14870,1,1241,3
14895,1,1243,4
14922,2,1245,5
14929,0,1246,1
15043,1,1255,2
15273,1,1275,4
15295,1,1276,3
15300,0,1277,3
15318,1,1278,3
15326,0,1279,3
15341,1,1280,4
15345,1,1281,1
15366,1,1282,7
15368,2,1283,3
15380,3,1284,6
15396,3,1285,9
15407,4,1286,12
15427,0,1287,1
15433,0,1288,1
15450,1,1289,7
15462,1,1290,4
15565,1,1299,5
15577,1,1300,4
15594,0,1301,1
15598,1,1302,3
15617,2,1303,4
15625,0,1304,4
15641,2,1305,4
15652,0,1306,2
15659,0,1307,1
15674,2,1308,12
15689,1,1309,6
15695,2,1310,11
15709,1,1311,6
15744,2,1314,2
15754,2,1315,5
15838,0,1322,1
15852,1,1323,4
18810,2,1569,5
18979,0,1583,1
18987,0,1584,1
18995,0,1585,0
19008,2,1586,5
19026,3,1587,11
19032,0,1588,0
19049,2,1589,6
19059,4,1590,12
19064,1,1591,3
19087,4,1592,11
19089,1,1593,5
19111,1,1594,1
19122,1,1595,4
19130,0,1596,1
19236,0,1605,7
19254,0,1606,2
19259,3,1607,6
19270,3,1608,5
19281,3,1609,6
19309,1,1611,6
19319,1,1612,5
19335,0,1613,1
19340,0,1614,0
19358,0,1615,7
19367,1,1616,3
19397,0,1618,2
19405,1,1619,6
19433,2,1621,9
19527,1,1629,3
19552,0,1631,2
19569,2,1633,7
19588,4,1634,8
19601,3,1635,8
19612,1,1636,3
19624,1,1637,11
19633,2,1638,6
19651,0,1639,1
19653,0,1640,7
19672,0,1641,2
19676,1,1642,3
19689,0,1643,0
19710,1,1644,3
19719,0,1645,6
19730,2,1646,5
19746,0,1647,6
19779,0,1650,1
19786,0,1651,0
19898,1,1660,5
19909,1,1661,5
19924,1,1662,3
19935,0,1663,5
20194,1,1685,4
20214,2,1686,5
20256,0,1690,2
20302,1,1694,2
20317,0,1695,0
20378,0,1700,3
20423,1,1704,6
20438,0,1705,5
20453,1,1706,4
20458,2,1707,6
20468,0,1708,1
20486,0,1709,1
20564,1,1716,2
20650,1,1723,2
20665,0,1724,1
20684,0,1726,3
20736,1,1730,2
20764,0,1732,2
20770,0,1733,1
20814,0,1736,4
20957,1,1748,4
20975,1,1750,3
21119,0,1762,1
21160,0,1765,1
21175,2,1766,7
21180,0,1767,1
21389,0,1784,3
21395,0,1785,4
21406,1,1786,7
21427,2,1787,11
21434,1,1788,6
21448,0,1789,1
24001,1,2002,2
24035,1,2005,2
24147,0,2014,6
24166,1,2016,11
24222,0,2021,5
24240,0,2022,1
24252,0,2023,3
24267,1,2024,2
24286,0,2026,1
24302,0,2027,0
24307,0,2028,0
24317,0,2029,2
24347,0,2031,0
24352,0,2032,0
24390,0,2035,5
26410,2,2203,5
26489,0,2210,2
26535,0,2213,1
26575,1,2217,3
26684,2,2226,5
26715,0,2228,3
26765,1,2233,5
26826,0,2238,2
27337,2,2280,5
27464,1,2291,4
27500,1,2294,4
27522,1,2296,6
27556,1,2299,3
27593,1,2302,4
27605,1,2303,6
27673,1,2308,3
27720,0,2312,1
27756,0,2315,3
27764,0,2316,1
27917,1,2329,2
28061,0,2341,4
28197,4,2352,9
28206,1,2353,9
28407,1,2369,6
28456,2,2374,6
28681,2,2392,6
28742,0,2397,4
28753,0,2398,4
28789,3,2401,6
28841,2,2406,4
28893,0,2410,0
28921,0,2412,1
29021,3,2421,12
29121,1,2429,5
29154,1,2432,3
29243,1,2439,8
29315,0,2445,1
29405,0,2453,1
29417,1,2454,3
29478,0,2459,0
29592,1,2468,4
29596,0,2469,0
29887,0,2493,4
30178,3,2517,8
30201,1,2519,5
30213,0,2520,2
30235,1,2522,5
30258,1,2524,3
30302,1,2527,4
30360,0,2532,3
30398,0,2535,1
30478,1,2542,3
30572,1,2550,5
30601,0,2552,0
30715,0,2562,2
30782,0,2567,0
30794,0,2568,0
30802,0,2569,1
30829,1,2571,2
30853,0,2573,2
30873,1,2575,6
30884,0,2576,2
30931,0,2580,1
31522,0,2629,1
31625,0,2638,4
31639,0,2639,3
31914,0,2662,0
31988,2,2668,5
32277,1,2692,2
32344,1,2698,8
32440,1,2706,4
32519,0,2712,1
32609,1,2720,5
32626,1,2721,4
32920,1,2746,5
33150,1,2765,5
33166,0,2766,1
33183,1,2767,6
33184,0,2768,3
33203,0,2769,1
33224,1,2771,5
33322,1,2779,2
33377,1,2784,3
33391,1,2785,3
33405,0,2786,1
33412,1,2787,3
33447,1,2789,2
33458,0,2790,4
33531,0,2796,1
33597,0,2802,2
33608,1,2803,1
33697,2,2810,7
33877,2,2825,3
33907,1,2828,3
33962,1,2832,6
33979,0,2834,1
34007,1,2836,8
34028,0,2838,2
34060,2,2841,4
34095,1,2843,4
34117,1,2845,3
34120,0,2846,3
34202,1,2852,4
34212,0,2853,1
34233,1,2855,7
34243,0,2856,3
34258,1,2857,4
34273,0,2858,3
