,трафик
60117,58656
60121,57688
60111,59018
60115,58018
60122,60720
60141,70519
60140,70063
60142,74411
60139,73761
60146,78125
60137,76160
60135,75690
60136,75691
60143,75122
60138,75613
60145,72026
60144,71720
60150,48963
60158,49449
60155,51691
60156,51486
60157,53396
60154,51410
60149,53566
60147,28859
60151,50596
60153,49120
60152,48594
60148,51926
60170,56723
60168,55162
60167,59290
60166,59437
60160,62966
60159,62473
60169,63701
60162,62513
60165,58471
60161,58065
60163,56735
60164,57774
60202,50214
60197,50196
60198,54198
60200,59177
60199,58393
60196,71993
60203,78582
60201,73096
60205,65765
60204,60778
60195,54786
60206,55645
60210,60486
60208,60681
60215,63925
60212,62735
60217,65891
60209,64687
60207,66993
60211,65439
60213,63261
60214,63820
60218,62091
60216,64186
60227,65629
60224,64252
60225,68051
60230,69129
60221,75220
60223,76137
60229,79608
60220,78993
60222,74144
60226,72738
60219,70289
60228,70717
60234,67041
60235,67737
60231,72359
60238,75780
60237,80711
60240,81431
60241,84277
60242,83446
60239,79595
60233,76989
60232,74248
60236,74995
60255,43360
60263,44635
60258,48189
60257,49681
60262,52347
60266,55764
60261,56619
60264,54507
60265,53066
60256,50348
60259,47556
60260,48000
60271,60187
60275,59953
60267,63764
60272,63192
60268,65832
60273,65748
60274,67719
60278,66670
60276,63812
60277,61930
60270,60505
60269,62856
60289,57398
60287,57136
60282,61813
60290,63676
60283,66773
60284,69085
60285,71567
60281,70116
60280,68538
60279,66227
60286,63046
60288,65611
60293,43566
60299,44666
60292,47066
60296,46890
60295,50025
60300,51414
60297,53682
60298,51671
60291,47609
60302,47550
60294,45630
60301,49192
60304,35262
60306,34150
60314,37972
60313,39248
60303,42691
60311,44492
60305,47221
60312,43978
60308,41355
60307,38523
60309,35535
60310,35749
60321,57529
60316,59351
60322,63225
60318,62375
60320,63791
60324,63131
60325,63979
60319,62011
60315,62175
60326,61611
60323,57647
60317,56744
60338,71637
60337,71935
60335,78427
60332,76722
60327,78510
60333,78226
60330,79619
60331,79002
60336,74519
60328,75927
60329,73736
60334,77125
60340,43042
60349,42511
60344,45732
60339,45195
60350,47922
60343,47393
60345,49364
60347,46026
60342,43938
60341,43871
60346,42086
60348,42836
60352,52764
60361,52363
60351,54986
60362,54083
60360,56128
60357,57758
60359,57261
60356,53688
60355,51308
60353,54408
60358,51371
60354,53090
60365,53722
60368,53074
60374,56877
60366,55242
60371,57657
60364,57993
60369,60844
60372,57889
60370,53407
60363,53798
60367,53452
60373,56871
60377,34355
60384,33276
60375,36665
60382,38071
60380,40932
60379,42486
60381,44092
60378,40726
60383,38317
60386,36720
60385,34999
60376,36438
60428,61676
60424,60881
60432,64801
60434,64419
60433,43865
60426,62909
60423,63750
60425,64485
60429,63348
60431,64595
60430,63011
60427,64584
60439,51130
60445,51803
60437,55219
60435,55664
60438,58199
60441,55663
60442,57932
60446,57621
60443,57458
60436,57334
60440,56171
60444,59733
60482,68650
60481,68790
60471,73788
60473,72506
60474,72664
60477,70910
60475,71501
60478,71136
60472,71442
60480,72641
60479,72147
60476,73358
60485,41779
60488,40751
60494,42535
60493,42581
60489,44307
60491,44984
60492,46832
60484,44865
60487,41865
60486,42041
60490,41012
60483,44419
60501,45229
60505,45535
60497,48222
60503,48795
60498,53646
60502,54342
60495,56853
60504,54526
60499,50305
60500,49297
60496,47476
60506,51350
60517,44814
60513,43608
60509,45952
60516,47237
60510,52623
60518,54604
60514,56391
60508,52956
60515,48661
60512,46787
60511,45827
60507,47516
60530,49105
60523,48264
60526,59060
60521,53382
60522,56866
60524,57952
60525,61470
60527,60029
60528,54683
60529,52419
60519,50536
60520,52050
60542,61915
60536,60161
60538,64343
60539,66275
60532,70053
60531,73282
60540,75664
60534,74158
60533,70389
60537,69010
60541,65229
60535,66517
60664,36963
60671,37400
60672,40461
60668,40903
60674,41778
60667,41711
60670,45351
60669,43584
60666,39296
60665,38290
60673,37823
60663,38332
60679,42966
60684,42915
60680,45763
60685,45646
60683,47493
60681,45581
60686,47883
60682,46752
60678,45499
60675,46256
60677,46568
60676,48325
60697,53458
60696,52917
60694,54518
60690,53585
60693,53803
60698,52052
60692,51204
60688,51686
60691,49715
60689,50436
60687,49525
60695,51794
60710,40145
60706,38817
60699,52477
60700,52327
60703,52420
60701,50756
60707,51564
60705,51903
60702,52445
60709,53583
60708,51864
60704,52843
60715,47009
60721,46465
60722,49725
60718,50055
60714,50957
60713,50613
60720,52089
60712,52538
60719,49875
60711,50090
60717,49230
60716,50489
60734,39346
60732,38515
60731,41287
60726,40399
60729,44605
60724,45480
60723,46769
60725,44743
60733,41588
60728,40476
60730,38277
60727,38972
60765,43067
60760,43433
60766,45781
60759,47247
60762,49262
60764,48173
60768,48582
60770,48051
60763,46660
60767,47307
60769,46006
60761,48297
60781,38760
60780,38356
60771,42451
60778,41952
60772,47239
60773,48992
60779,48650
60777,47749
60775,45205
60782,44426
60776,42686
60774,43132
60898,29945
60901,31943
60895,32772
60897,34509
60902,37626
60894,37927
60892,38862
60891,36601
60893,35354
60900,33051
60896,32169
60899,31743
60905,40339
60913,39838
60908,43001
60910,45881
60914,49985
60906,52400
60912,55076
60911,52709
60907,48977
60904,46733
60903,44039
60909,44283
60936,48699
60937,49769
60929,53476
60934,53677
60932,55062
60931,56849
60928,58349
60935,56683
60938,54304
60927,53160
60930,51537
60933,53282
60945,47510
60950,46480
60949,51018
60943,51546
60940,53959
60941,54100
60939,54768
60946,54994
60944,52212
60948,51286
60942,50166
60947,50632
60961,53118
60956,53800
60951,57899
60955,58736
60954,61097
60960,62094
60959,61442
60953,59643
60962,60494
60957,59767
60958,55451
60952,56996
60970,56062
60966,55339
60968,58419
60969,60962
60963,61675
60974,63176
60965,65987
60964,62706
60973,57759
60971,56397
60967,54879
60972,54520
60996,74264
60998,75878
60988,77087
60991,75924
60990,80335
60989,86651
60994,89388
60993,88663
60997,82739
60995,79733
60992,77187
60987,78457
61001,50212
61005,48476
61003,62798
60999,60223
61000,60755
61006,60412
61007,59328
61010,58557
61008,61248
61002,61264
61004,58520
61009,60410
61025,45931
61031,46948
61034,50454
61033,54951
61029,60032
61032,62885
61027,66167
61026,62786
61030,57276
61028,52653
61024,49758
61023,51506
61044,57943
61046,41269
61035,65473
61045,67089
61043,69292
61042,66169
61038,69391
61039,68123
61036,69408
61040,67399
61041,62758
61037,63269
61089,61858
61093,61671
61088,65545
61091,63824
61094,64727
61083,63447
61092,64745
61085,62162
61087,61852
61086,63650
61084,63033
61090,64638
61134,45538
61137,45512
61138,47226
61142,47403
61135,48471
61141,47528
61136,49137
61131,49049
61132,45308
61140,49456
61133,46924
61139,49217
61144,36602
61146,36632
61149,39230
61143,40002
61153,44345
61151,46023
61148,48401
61147,47311
61152,44507
61145,42677
61154,39366
61150,40055
61183,43191
61188,42964
61180,46435
61185,45897
61182,49282
61179,50772
61189,52099
61190,52008
61184,50374
61187,49139
61186,34607
61181,45663
61209,34439
61207,33512
61211,34699
61205,36610
61210,40924
61206,43354
61213,43606
61203,42183
61212,38608
61214,37642
61208,35311
61204,35569
61225,48385
61223,48055
61217,51703
61216,52813
61222,55296
61221,56262
61226,56395
61218,55802
61220,54320
61219,53326
61224,51641
61215,52281
61233,50597
61234,48762
61229,51153
61231,51227
61237,52054
61232,51727
61238,52789
61227,51413
61230,50887
61235,52894
61228,52464
61236,53492
61242,50102
61245,48059
61248,51576
61241,50380
61246,53415
61247,53162
61244,53973
61249,53375
61239,51490
61240,50438
61250,49810
61243,51540
61259,42125
61254,41521
61253,43876
61256,43202
61255,48144
61251,48522
61258,48922
61260,48838
61261,47937
61257,46342
61252,44887
61262,45510
61273,50592
61267,50704
61274,52963
61269,54190
61263,57119
61268,57712
61264,59045
61272,58699
61265,55872
61266,56884
61271,54868
61270,55979
61276,55142
61277,53476
61283,56666
61281,56092
61284,60690
61282,60878
61280,63876
61275,62698
61279,57127
61278,57199
61286,55286
61285,56685
61289,45385
61298,44471
61296,48969
61287,50839
61292,54595
61290,53736
61294,55231
61295,54928
61293,53034
61297,52611
61288,51423
61291,53741
61301,62317
61300,48287
61307,66601
61309,67124
61299,70471
61306,71684
61302,71354
61305,71220
61310,71384
61303,68473
61304,66337
61308,68260
61313,36460
61320,35301
61318,37492
61314,38041
61312,41020
61321,42726
61322,44449
61319,41229
61316,37902
61311,37310
61317,34897
61315,35220
61332,55336
61328,54799
61325,58705
61333,57068
61324,62604
61326,66434
61327,70135
61334,67357
61331,61399
61330,59003
61323,56384
61329,57339
61346,88573
61340,88244
61339,93660
61338,95658
61336,101703
61341,103511
61337,105206
61345,102491
61343,100332
61344,98867
61335,92147
61342,93741
61352,43247
61356,42332
61357,44794
61358,43897
61347,47649
61354,52643
61349,50638
61351,50008
61350,46835
61348,46511
61355,43918
61353,45195
61368,41823
61365,41598
61362,43580
61359,43059
61367,45286
61360,44674
61369,45029
61361,44567
61366,45099
61370,45253
61364,44366
61363,45207
61378,51434
61379,51437
61377,53197
61373,53903
61380,56906
61372,55859
61374,58749
61376,57651
61375,60481
61381,59091
61382,55914
61371,56448
61387,51051
61391,49987
61390,53504
61383,53741
61388,60039
61384,64139
61389,67178
61393,64863
61394,58638
61386,56292
61392,53515
61385,53609
61405,30441
61398,29848
61395,32422
61402,32528
61403,37239
61399,39968
61404,43234
61400,41756
61397,36939
61401,33623
61396,32693
61406,33365
61418,57122
61408,57210
61413,58859
61410,58936
61412,62109
61417,64380
61415,68155
61409,68184
61416,64044
61414,63393
61407,61728
61411,63301
61423,50904
61428,48716
61429,51430
61419,51960
61427,57019
61425,57421
61420,57076
61426,56021
61424,52564
61421,53783
61430,50546
61422,51867
61442,56694
61437,56406
61435,59018
61440,56694
61439,60048
61441,59683
61431,62553
61432,62507
61438,59331
61433,58208
61436,57969
61434,58071
61446,45132
61443,44138
61452,45267
61453,45008
61448,48238
61451,47513
61450,50526
61447,50312
61454,47898
61449,47930
61444,46064
61445,47165
61460,34352
61457,33976
61466,35433
61459,37047
61455,40321
61456,41397
61458,45411
61463,43875
61465,40576
61461,38900
61464,35220
61462,34196
61470,63664
61478,64066
61477,66569
61475,66338
61472,69060
61467,72703
61471,76342
61473,74448
61474,68608
61476,66830
61469,63160
61468,65304
61481,58032
61482,58340
61487,57550
61488,58650
61483,63904
61489,64345
61486,64982
61484,63593
61480,59697
61490,57665
61479,55404
61485,56406
61517,38820
61522,37413
61520,32113
61518,42793
61515,45218
61525,46445
61521,48712
61526,48806
61523,46029
61524,45600
61516,43549
61519,45755
61568,63343
61569,66405
61571,70133
61567,71742
61572,72965
61565,71681
61573,66928
61570,70298
61564,76456
61566,76762
61563,71229
61574,69698
61597,43163
61592,43015
61591,46291
61598,45196
61590,46945
61593,46079
61595,45590
61596,44393
61594,45706
61589,46102
61588,43580
61587,44711
61628,53989
61633,54140
61623,56864
61627,56205
61624,55707
61634,49129
61629,48226
61626,48402
61631,50584
61625,51109
61632,50899
61630,54881
61640,46609
61646,46826
61636,48317
61642,48410
61637,48901
61641,48946
61638,50374
61643,47715
61645,46539
61639,47755
61644,47011
61635,48729
61654,51612
61652,51186
61649,55589
61651,56114
61656,57896
61648,58592
61650,59986
61658,59443
61647,56819
61657,56123
61653,53353
61655,56775
61669,41204
61663,42136
61664,44255
61667,42997
61659,43731
61670,43686
61666,44165
61668,45821
61662,42970
61661,43671
61660,43145
61665,44621
61673,49801
61678,49248
61679,51276
61681,51573
61671,52107
61672,52122
61676,51059
61675,48560
61677,47360
61680,46544
61682,45057
61674,47233
61736,42112
61738,41272
61739,47088
61732,43665
61737,44006
61735,45496
61742,47791
61734,45957
61740,44466
61731,45029
61733,43725
61741,45717
61766,55885
61756,55099
61765,58323
61760,57166
61758,59439
61764,60652
61755,60878
61761,60212
61763,60300
61757,60318
61762,57881
61759,60328
61806,40348
61814,40823
61807,43465
61804,45272
61812,45909
61803,47347
61809,49701
61811,47335
61808,43462
61813,42610
61805,41276
61810,41692
61849,56895
61845,56209
61842,58535
61840,58181
61848,61037
61844,61279
61843,63890
61850,64115
61846,60648
61841,61899
61839,61076
61847,64751
61859,40151
61856,39254
61853,42362
61860,42557
61858,46016
61851,47214
61862,48571
61852,46654
61861,43778
61857,43527
61855,42749
61854,45299
61880,48561
61875,48849
61883,52584
61878,54283
61876,58188
61886,59586
61884,60193
61877,59377
61885,56121
61879,54879
61882,51655
61881,52840
61896,41330
61893,41591
61889,45540
61887,37402
61890,47885
61892,49668
61888,50886
61898,50478
61891,46955
61895,46665
61894,43458
61897,45201
61912,41251
61919,40794
61922,43474
61915,43177
61914,44069
61916,42263
61917,44374
61920,43721
61918,42701
61921,41723
61911,40304
61913,40622
61927,52102
61924,52818
61932,55679
61925,57166
61923,60904
61933,61101
61931,63068
61934,62721
61926,61897
61929,62109
61928,59391
61930,60464
61947,56010
61954,55816
61958,58682
61952,59578
61956,61240
61949,60620
61948,61286
61955,63590
61950,59290
61953,59075
61957,57754
61951,58888
61986,60983
61987,60141
61994,64310
61984,64693
61983,66620
61985,66597
61993,67247
61991,65834
61990,64539
61988,64484
61989,61988
61992,65062
62038,45394
62041,45773
62040,50495
62042,51234
62031,53092
62035,54411
62033,57547
62032,55745
62037,51671
62039,50207
62034,47821
62036,49370
62067,45184
62072,45201
62068,48545
62077,49592
62076,50169
62075,50802
62073,51700
62069,51263
62074,49429
62078,50263
62071,49383
62070,51109
62087,52514
62082,53520
62090,57068
62086,57737
62088,44656
62081,48873
62084,65018
62080,66089
62085,63761
62083,63224
62079,60102
62089,62417
62129,41836
62138,39636
62130,42430
62135,43441
62132,45320
62128,45452
62137,46638
62131,46006
62127,43783
62136,43091
62134,41267
62133,42602
62147,57395
62150,57232
62140,59934
62144,60006
62145,60288
62148,60437
62141,59378
62139,64834
62143,58512
62149,57714
62146,56194
62142,57016
62158,40224
62154,38919
62157,42443
62155,43385
62159,46149
62156,45599
62152,47632
62160,45646
62151,43592
62162,43005
62161,41946
62153,41932
62170,52977
62172,52569
62168,56759
62163,57833
62165,60233
62173,63932
62174,65701
62164,62615
62166,59147
62171,57071
62167,53542
62169,54495
62178,42143
62177,42959
62175,43752
62181,47544
62176,49268
62185,50631
62180,52337
62182,51819
62183,49713
62186,50788
62184,48312
62179,51008
62230,64180
62233,62439
62234,66536
62228,68019
62226,70980
62225,70049
62224,72202
62223,71880
62232,69260
62227,68009
62231,65714
62229,67859
62237,49752
62239,49609
62244,54187
62235,54015
62245,54702
62238,53644
62241,58110
62240,57665
62243,56145
62246,56418
62242,55534
62236,57675
62249,42595
62254,42344
62258,44038
62253,45758
62251,47225
62247,47682
62250,49843
62255,49786
62256,46342
62248,44442
62257,43219
62252,44663
62264,53017
62266,53674
62268,57200
62259,59262
62263,63284
62265,65771
62267,67156
62270,63516
62269,62991
62262,60362
62260,57604
62261,56283
62289,44058
62286,43450
62291,45939
62283,51281
62290,56473
62287,61910
62284,65544
62288,58478
62294,53108
62285,48211
62292,45542
62293,45799
62306,48496
62295,49157
62296,52263
62303,54119
62299,56927
62301,58170
62304,59150
62302,59067
62298,54528
62300,52552
62297,49933
62305,51673
62359,43449
62363,43238
62357,46599
62358,52081
62364,58412
62366,61537
62355,63625
62362,60826
62360,55540
62365,51239
62361,45907
62356,46714
62373,58457
62375,58649
62378,62532
62372,62082
62368,63557
62370,64494
62374,68566
62371,67510
62367,64784
62376,64332
62369,62154
62377,65613
62414,50478
62404,50087
62407,52661
62411,54382
62413,54988
62403,54309
62405,57216
62406,55729
62409,53248
62412,52770
62410,51074
62408,52385
62440,44385
62447,44487
62449,46053
62444,48074
62442,51888
62439,54359
62448,57283
62445,53743
62443,52344
62450,50345
62441,47025
62446,47460
62489,52292
62492,52414
62496,56103
62491,56570
62494,58069
62487,56660
62488,58530
62493,57062
62498,57173
62495,56035
62497,54510
62490,55065
62499,64216
62502,64023
62507,68158
62509,69368
62503,72872
62504,73749
62500,72773
62501,70923
62510,68081
62508,66345
62505,64481
62506,65793
62544,65401
62537,63449
62546,67183
62545,65796
62538,67226
62542,64997
62539,65522
62535,64654
62536,63161
62540,63439
62543,61914
62541,63656
62628,47923
62622,46756
62620,50612
62629,50858
62623,52982
62625,52068
62630,52853
62619,52650
62626,50497
62621,50673
62624,49581
62627,54002
62634,55482
62642,55484
62638,57031
62632,56350
62635,57845
62631,56086
62641,57847
62640,56807
62633,54399
62639,56421
62636,54704
62637,58162
62692,51936
62694,52349
62697,54778
62702,52501
62691,54785
62701,55560
62699,58025
62700,55148
62698,51475
62696,52298
62693,51171
62695,53359
62740,52939
62742,53378
62739,56953
62749,57901
62743,59818
62748,59785
62741,60319
62750,58522
62745,56218
62746,57907
62744,56218
62747,60108
62770,45845
62766,44684
62768,47771
62774,47888
62771,50535
62764,51505
62767,56687
62772,55583
62763,49442
62773,49464
62765,47487
62769,49671
62783,55318
62778,55524
62781,58494
62786,59791
62785,59617
62775,57417
62780,57229
62776,56965
62777,54886
62779,55616
62782,53213
62784,55947
62823,42524
62831,42250
62825,45155
62830,45266
62829,47048
62827,46257
62828,47331
62832,46778
62824,44497
62826,45086
62833,42534
62834,44152
62839,57154
62838,56200
62843,59315
62841,58883
62835,60114
62836,59171
62837,59669
62840,58830
62846,58420
62845,59942
62844,56742
62842,58013
62858,41410
62849,41840
62855,43872
62850,42449
62854,47145
62851,44084
62857,43422
62848,43923
62856,41377
62853,41218
62852,40498
62847,41499
62896,63224
62904,63934
62895,68516
62903,69788
62900,71577
62899,72692
62906,74001
62905,69992
62902,66540
62901,67402
62897,65578
62898,67985
62932,42922
62939,42174
62942,45962
62935,45287
62936,45712
62938,43990
62933,42729
62940,42442
62941,41767
62937,42147
62934,41133
62931,42625
62943,41521
62951,41237
62948,43722
62953,44710
62952,48915
62945,49529
62947,52565
62944,50320
62950,47895
62946,47108
62954,46106
62949,47183
62977,50949
62969,44137
62968,54162
62967,58855
62973,61919
62970,61353
62976,64469
62975,63605
62972,59629
62978,58938
62974,57759
62971,59443
62997,44057
62992,44813
62999,48514
63002,50204
63001,55111
62991,56252
63000,59457
62995,56132
62996,51299
62994,47927
62998,45512
62993,45691
63010,42963
63005,43166
63008,44837
63006,44498
63004,46345
63014,45735
63007,46307
63003,45535
63011,44129
63012,44470
63009,41780
63013,43697
63016,46501
63024,46045
63018,47227
63015,48465
63017,51739
63019,56187
63020,56795
63025,54261
63021,49931
63026,49588
63023,48015
63022,50851
63032,44114
63028,44018
63027,46922
63038,47906
63035,50569
63034,51009
63033,52385
63031,51438
63029,48629
63037,47315
63030,44217
63036,46310
63041,47569
63040,47779
63039,50110
63045,48666
63047,51286
63042,49822
63044,51898
63049,50550
63050,47676
63043,46583
63046,45316
63048,47719
63076,49303
63084,48103
63085,50634
63077,51226
63080,52333
63075,53546
63083,56284
63078,54199
63086,51937
63082,51297
63081,48386
63079,51825
63087,69582
63094,68675
63089,71956
63092,71383
63093,73004
63096,72566
63091,74266
63095,74411
63098,69997
63088,68838
63097,67295
63090,69892
63104,60806
63107,59704
63106,63599
63110,61881
63101,63023
63108,61084
63105,62283
63102,59514
63109,60000
63103,60074
63099,58299
63100,59522
63114,52167
63121,57391
63113,61555
63116,63220
63111,64851
63120,65208
63112,66164
63119,67015
63118,64581
63115,63727
63122,61339
63117,63287
63143,57611
63146,58118
63136,61627
63144,62372
63142,65141
63135,64795
63145,66317
63141,64998
63140,61599
63139,60628
63137,58422
63138,60992
63160,43191
63166,54702
63163,61470
63169,64709
63167,69859
63162,71172
63161,73265
63165,70794
63168,68471
63164,66737
63170,62765
63159,62995
63181,52925
63179,51553
63176,55258
63177,56586
63175,59040
63171,60573
63182,59593
63180,58552
63174,56318
63173,55367
63172,54731
63178,55630
63203,38556
63199,38727
63202,40331
63195,42031
63197,43038
63200,45597
63206,45370
63201,42476
63198,42805
63196,41430
63204,39445
63205,40597
63241,53001
63234,52072
63242,56168
63240,62079
63235,68114
63239,72239
63231,74168
63238,70773
63236,62684
63237,59148
63232,55135
63233,55943
63251,51931
63244,51363
63246,54378
63243,55549
63248,58120
63252,58775
63254,60306
63245,59657
63247,56197
63253,55629
63249,53570
63250,55680
63266,61774
63255,62793
63260,66489
63265,70011
63256,74887
63259,77966
63264,79208
63258,76991
63263,72671
63257,69316
63261,66991
63262,67660
63275,50715
63276,50850
63278,54864
63269,57100
63267,59446
63271,60298
63277,64213
63268,61191
63274,56932
63270,55731
63273,53154
63272,55258
63285,52903
63290,55569
63287,59544
63282,58985
63289,60521
63284,59794
63286,61766
63279,60763
63283,58685
63288,57930
63281,56579
63280,58539
63313,50807
63308,51243
63304,54541
63311,53055
63314,55803
63305,54392
63307,54615
63309,54252
63312,53310
63303,54114
63306,52368
63310,53665
63345,62527
63344,63510
63350,65091
63348,65034
63349,64585
63343,62686
63339,64426
63341,64119
63346,64195
63340,64495
63342,61612
63347,64741
63407,42156
63399,41536
63405,44181
63404,44131
63408,46215
63401,45891
63410,46269
63400,46219
63409,42963
63406,43037
63402,41887
63403,43849
63433,46654
63432,47497
63428,51063
63423,52613
63425,51442
63424,52010
63429,53416
63431,50189
63430,52854
63434,52024
63427,48646
63426,50852
63487,47655
63491,46856
63485,49235
63494,49680
63483,53160
63484,53420
63492,58267
63493,55400
63489,51027
63488,49227
63490,47876
63486,49178
63538,45415
63539,33144
63541,50922
63535,53008
63534,56382
63537,56504
63536,57983
63531,55621
63532,52701
63542,51569
63540,49922
63533,49644
63543,36787
63547,36192
63549,39179
63546,45047
63548,52553
63554,56904
63551,60530
63553,56704
63545,49215
63544,45623
63552,42311
63550,41459
63562,43835
63558,44476
63564,46930
63555,48098
63561,50911
63556,52874
63565,60830
63560,62610
63559,53913
63557,51481
63566,49469
63563,50558
63569,62143
63573,61896
63567,66041
63568,67111
63575,69237
63570,66669
63577,68845
63572,67417
63576,64194
63571,63968
63574,62199
63578,64222
63595,44240
63593,43576
63598,47014
63597,47276
63591,50682
63594,50628
63601,52619
63596,51831
63592,48271
63599,46868
63602,46276
63600,47480
63637,58483
63635,58702
63638,65241
63633,63638
63627,64893
63629,65958
63632,64271
63631,61086
63628,55460
63636,56637
63630,57762
63634,57821
63644,32845
63645,33053
63646,34144
63647,34020
63642,36787
63641,38746
63648,41168
63643,40332
63639,37145
63650,35740
63649,33628
63640,36857
63661,51325
63662,51096
63658,53214
63653,50938
63660,52367
63659,51459
63652,55397
63651,53744
63657,49329
63654,49035
63656,47839
63655,51093
63710,46028
63708,44831
63706,47579
63699,46765
63709,47223
63700,46989
63702,48802
63707,48697
63703,46005
63704,45750
63701,44856
63705,46148
63758,51952
63747,51493
63752,53804
63755,53033
63750,55631
63753,56131
63756,58904
63749,55782
63754,53106
63751,53911
63748,52686
63757,55276
63770,65646
63768,64579
63767,68004
63762,66798
63766,70423
63763,68596
63769,68718
63761,67908
63759,69346
63760,68229
63764,65422
63765,63987
63779,52952
63781,51618
63774,55166
63778,55955
63782,60228
63775,61684
63780,65348
63773,62966
63776,57210
63772,56042
63771,53146
63777,55926
63801,57074
63802,57571
63806,61002
63804,61164
63805,61919
63796,60858
63800,62702
63797,61544
63798,62082
63803,62924
63799,61058
63795,62020
63812,45707
63817,45903
63814,50455
63809,51670
63810,54439
63816,55576
63811,58387
63807,56019
63818,53054
63813,50589
63815,49377
63808,51250
63833,61533
63842,63204
63840,68945
63837,68850
63836,69871
63831,67336
63838,68417
63839,68616
63841,67100
63835,64524
63834,63143
63832,66235
63861,42913
63866,44136
63858,47387
63855,47660
63859,49195
63864,53191
63862,52193
63860,51100
63863,49844
63865,48085
63856,46311
63857,48235
63894,45358
63902,44132
63893,47493
63897,48097
63898,50522
63892,51113
63899,51593
63896,49838
63900,47968
63891,47772
63901,45951
63895,47310
63921,40648
63923,38935
63918,41606
63920,41197
63926,42873
63922,43829
63915,44311
63924,42320
63925,42869
63917,42420
63916,43072
63919,44189
63930,54780
63929,53685
63931,55315
63936,54536
63938,56634
63933,56076
63934,56571
63937,56647
63932,57885
63928,56689
63927,55156
63935,56480
64035,49666
64041,48218
64039,51898
64044,53277
64037,55738
64042,56556
64036,57527
64046,57157
64043,54945
64040,52745
64038,52337
64045,52632
64092,65735
64084,65067
64091,68208
64086,68485
64085,71655
64090,71146
64088,72846
64094,69461
64087,67913
64093,67137
64089,65963
64083,68358
64100,51742
64097,51904
64099,57126
64103,56599
64106,59253
64098,58498
64095,60423
64096,58953
64101,60389
64104,60891
64102,57448
64105,59468
64119,42922
64125,44149
64126,47146
64127,49420
64121,53996
64120,55967
64122,55307
64123,55292
64130,51015
64128,49090
64129,47012
64124,46205
64139,54146
64140,55663
64135,59764
64138,40960
64132,63844
64134,66995
64133,68698
64142,66779
64136,63241
64131,63962
64137,62641
64141,65818
64158,27248
64159,27368
64163,29069
64162,30045
64164,31613
64166,32969
64161,34194
64157,33301
64165,28305
64160,27745
64155,24744
64156,26324
64212,45790
64204,46308
64213,49067
64205,48912
64211,50278
64208,49329
64214,51717
64206,51280
64210,47638
64209,48889
64207,46763
64203,47809
64312,51192
64322,51274
64313,53784
64315,54041
64317,57037
64318,57726
64320,58233
64316,56892
64311,55389
64319,55007
64314,53592
64321,54997
64340,51553
64341,51853
64343,56071
64344,54160
64346,58530
64335,57680
64338,60301
64342,58355
64337,54217
64336,54510
64345,53184
64339,55863
64350,50350
64347,50055
64349,55323
64358,57507
64348,61586
64354,61755
64357,61021
64352,60769
64355,54016
64351,52451
64353,50280
64356,52215
64429,32098
64430,32248
64423,33493
64425,33460
64424,34051
64427,35943
64420,35066
64428,33632
64422,31436
64421,32210
64419,30067
64426,32022
64502,65284
64494,67825
64496,68767
64491,68608
64495,71762
64499,71083
64493,74226
64492,74023
64498,73004
64500,72590
64497,70259
64501,72401
64525,60125
64526,59930
64517,66317
64518,68549
64524,74478
64520,75483
64523,75627
64516,76613
64521,67837
64522,63949
64519,62236
64515,65170
64547,60076
64542,61023
64541,64783
64540,64174
64550,65603
64545,65121
64546,66159
64544,66688
64549,63639
64543,64217
64539,62948
64548,64636
64618,72387
64622,72086
64616,76445
64617,78270
64613,81632
64611,82077
64620,87114
64614,84327
64621,77913
64619,76180
64612,74450
64615,78974
64624,47447
64628,46629
64625,48660
64634,48500
64627,50799
64626,47976
64631,47790
64633,47386
64630,48367
64623,48876
64632,47733
64629,48843
64705,42807
64704,43166
64695,47361
64696,50152
64702,52572
64700,52980
64699,54196
64698,52298
64706,51061
64701,47920
64703,45118
64697,47067
64758,64521
64765,64971
64764,68823
64766,67371
64757,71752
64755,70100
64761,69382
64759,69498
64762,68404
64756,67650
64763,65988
64760,67395
64787,59381
64779,57606
64788,61948
64780,63605
64785,67011
64789,68360
64784,72315
64781,70370
64786,65585
64790,64284
64783,59229
64782,61841
64830,50595
64831,51916
64838,53799
64836,52040
64827,52922
64834,51137
64829,52941
64833,52433
64835,52795
64828,51195
64837,49558
64832,50550
64873,46020
64864,46110
64871,49064
64872,50196
64863,50593
64865,49410
64874,52413
64867,51432
64868,49400
64870,50125
64869,48530
64866,50870
64878,34717
64876,33979
64884,36398
64882,38723
64875,40466
64880,42262
64881,44258
64879,42146
64886,41771
64883,40774
64885,36755
64877,37125
64994,51608
64991,53297
64989,53575
64983,53611
64993,55556
64986,55930
64985,57663
64992,56020
64984,55346
64988,55376
64987,53724
64990,54889
65030,54741
65027,54117
65021,59300
65022,58309
65025,61116
65019,59265
65026,62935
65023,62337
65020,60006
65024,59253
65029,57023
65028,57826
65054,46457
65053,45577
65052,48358
65043,50225
65045,50577
65048,51351
65050,53013
65044,52158
65046,49561
65047,49563
65049,48234
65051,50344
65095,57631
65102,53891
65099,58608
65098,59412
65093,61206
65101,60887
65097,63795
65091,63134
65094,60882
65100,60799
65096,60292
65092,62138
65290,36521
65294,35130
65287,36367
65288,37355
65285,38588
65293,38594
65291,45259
65283,37889
65284,36155
65292,36596
65286,36306
