,выручка,дата_открытия
28042,50730377.85,Средний по возрасту
28043,50315906.003,Средний по возрасту
28044,51527987.442,Средний по возрасту
28045,46822090.405,Средний по возрасту
28046,48721937.747,Средний по возрасту
28047,47940980.596,Средний по возрасту
28048,49180057.547,Средний по возрасту
28049,53817010.355,Средний по возрасту
28050,49616885.028,Средний по возрасту
28051,57252348.192,Средний по возрасту
28052,46507815.635,Средний по возрасту
28053,47531491.094,Средний по возрасту
28054,51988337.024,Средний по возрасту
28055,50047678.19,Средний по возрасту
28056,50619774.485,Средний по возрасту
28057,49609121.436,Средний по возрасту
28058,51489694.285,Средний по возрасту
28059,49851486.421,Средний по возрасту
28060,50115144.134,Средний по возрасту
28061,53157797.382,Средний по возрасту
28062,51933632.772,Средний по возрасту
28063,60215024.393,Средний по возрасту
28064,64135758.523,Средний по возрасту
28065,68799159.666,Средний по возрасту
28066,77438752.725,Средний по возрасту
28067,76907615.74,Средний по возрасту
