,выручка,дата_открытия
27265,79940428.556,Средний по возрасту
27266,75967779.777,Средний по возрасту
27267,85765710.851,Средний по возрасту
27268,94359525.56,Средний по возрасту
27269,104025391.656,Средний по возрасту
27270,102366237.03,Средний по возрасту
27271,113926074.339,Средний по возрасту
27272,122168847.025,Средний по возрасту
27273,128312085.585,Средний по возрасту
27274,139383162.828,Средний по возрасту
27275,136589056.431,Средний по возрасту
27276,136179882.219,Средний по возрасту
27277,122199554.568,Средний по возрасту
27278,117103580.09,Средний по возрасту
27279,118694532.894,Средний по возрасту
27280,127712795.633,Средний по возрасту
27281,133083320.152,Средний по возрасту
27282,134958856.046,Средний по возрасту
27283,147592925.62,Средний по возрасту
27284,48703386.296,Средний по возрасту
27285,49199179.28,Средний по возрасту
27286,51828773.161,Средний по возрасту
27287,52309502.57,Средний по возрасту
27288,49553218.418,Средний по возрасту
27289,48520325.713,Средний по возрасту
27290,50160612.344,Средний по возрасту
27291,48001569.171,Средний по возрасту
27292,47972801.163,Средний по возрасту
27293,51050932.497,Средний по возрасту
27294,50582398.904,Средний по возрасту
27295,57248385.534,Средний по возрасту
27296,110341848.449,Средний по возрасту
27297,119074595.093,Средний по возрасту
27298,131852892.666,Средний по возрасту
27299,126037038.143,Средний по возрасту
27300,121739625.894,Средний по возрасту
27301,107805904.882,Средний по возрасту
27302,105425418.416,Средний по возрасту
27303,102280342.335,Средний по возрасту
27304,110992899.612,Средний по возрасту
27305,116047594.887,Средний по возрасту
27306,108950201.401,Средний по возрасту
27307,122562425.41,Средний по возрасту
27308,61099547.363,Средний по возрасту
27309,65481364.563,Средний по возрасту
27310,73879539.625,Средний по возрасту
27311,71621504.226,Средний по возрасту
27312,73171437.363,Средний по возрасту
27313,69850003.079,Средний по возрасту
27314,71451682.605,Средний по возрасту
27315,69785380.328,Средний по возрасту
27316,71465797.636,Средний по возрасту
27317,77863556.553,Средний по возрасту
27318,77062491.01,Средний по возрасту
27319,87584129.343,Средний по возрасту
27320,61632218.579,Средний по возрасту
27321,68434070.351,Средний по возрасту
27322,75745605.877,Средний по возрасту
27323,73680526.832,Средний по возрасту
27324,73592979.023,Средний по возрасту
27325,65827674.158,Средний по возрасту
27326,45367017.254,Средний по возрасту
27327,46685861.459,Средний по возрасту
27328,78079652.602,Средний по возрасту
27329,85095614.165,Средний по возрасту
27330,85269193.683,Средний по возрасту
27331,89927224.975,Средний по возрасту
27332,26143241.581,Средний по возрасту
27333,26740937.368,Средний по возрасту
27334,29881433.001,Средний по возрасту
27335,30591254.133,Средний по возрасту
27336,31299974.617,Средний по возрасту
27337,30547551.892,Средний по возрасту
27338,28965662.722,Средний по возрасту
27339,27426819.461,Средний по возрасту
27340,31965062.12,Средний по возрасту
27341,35465851.677,Средний по возрасту
27342,34254805.471,Средний по возрасту
27343,37368165.489,Средний по возрасту
27344,83403606.537,Средний по возрасту
27345,83226257.61,Средний по возрасту
27346,89970560.42,Средний по возрасту
27347,84814721.866,Средний по возрасту
27348,87377126.453,Средний по возрасту
27349,75125388.062,Средний по возрасту
27350,72369747.058,Средний по возрасту
27351,73039957.145,Средний по возрасту
27352,79140959.113,Средний по возрасту
27353,88163978.471,Средний по возрасту
27354,89341298.904,Средний по возрасту
27355,100912147.34,Средний по возрасту
27356,26230900.756,Средний по возрасту
27357,25658923.354,Средний по возрасту
27358,28444883.606,Средний по возрасту
27359,27559183.702,Средний по возрасту
27360,29702213.038,Средний по возрасту
27361,26952216.327,Средний по возрасту
27362,27078886.295,Средний по возрасту
27363,27417580.531,Средний по возрасту
27364,26311747.513,Средний по возрасту
27365,29483152.885,Средний по возрасту
27366,30459169.642,Средний по возрасту
27367,36164988.78,Средний по возрасту
27368,101728944.41,Средний по возрасту
27369,106248414.002,Средний по возрасту
27370,118651798.981,Средний по возрасту
27371,111762388.448,Средний по возрасту
27372,110238016.509,Средний по возрасту
27373,105763140.899,Средний по возрасту
27374,105821663.769,Средний по возрасту
27375,106400927.986,Средний по возрасту
27376,109983343.936,Средний по возрасту
27377,121597864.341,Средний по возрасту
27378,128693827.016,Средний по возрасту
27379,140393343.966,Средний по возрасту
27380,26221846.608,Средний по возрасту
27381,24981051.073,Средний по возрасту
27382,26855358.544,Средний по возрасту
27383,25701076.272,Средний по возрасту
27384,27232625.601,Средний по возрасту
27385,26901567.962,Средний по возрасту
27386,27369578.517,Средний по возрасту
27387,27483017.978,Средний по возрасту
27388,26225056.244,Средний по возрасту
27389,27820078.969,Средний по возрасту
27390,29293486.864,Средний по возрасту
27391,32341850.509,Средний по возрасту
27392,46767443.913,Средний по возрасту
27393,44797187.275,Средний по возрасту
27394,52443475.224,Средний по возрасту
27395,53944956.067,Средний по возрасту
27396,51730979.216,Средний по возрасту
27397,46551494.784,Средний по возрасту
27398,46109242.987,Средний по возрасту
27399,45883345.7,Средний по возрасту
27400,47841819.62,Средний по возрасту
27401,50621126.719,Средний по возрасту
27402,52198967.618,Средний по возрасту
27403,58323365.617,Средний по возрасту
27404,49610924.337,Средний по возрасту
27405,49801520.87,Средний по возрасту
27406,54064020.017,Средний по возрасту
27407,53294254.481,Средний по возрасту
27408,56176722.868,Средний по возрасту
27409,54175136.892,Средний по возрасту
27410,49759928.952,Средний по возрасту
27411,54173328.636,Средний по возрасту
27412,51681806.254,Средний по возрасту
27413,53370066.685,Средний по возрасту
27414,55383268.852,Средний по возрасту
27415,65593816.32,Средний по возрасту
27416,42845460.942,Средний по возрасту
27417,45828350.555,Средний по возрасту
27418,50589835.658,Средний по возрасту
27419,47503787.047,Средний по возрасту
27420,49101265.674,Средний по возрасту
27421,45185019.473,Средний по возрасту
27422,44585607.094,Средний по возрасту
27423,43466702.003,Средний по возрасту
27424,43259406.291,Средний по возрасту
27425,46806926.349,Средний по возрасту
27426,49191609.737,Средний по возрасту
27427,56922795.882,Средний по возрасту
27428,49178711.065,Средний по возрасту
27429,49340878.433,Средний по возрасту
27430,55216850.309,Средний по возрасту
27431,50978726.832,Средний по возрасту
27432,51262328.674,Средний по возрасту
27433,46780470.025,Средний по возрасту
27434,45539996.928,Средний по возрасту
27435,43549916.201,Средний по возрасту
27436,46824099.125,Средний по возрасту
27437,50370404.133,Средний по возрасту
27438,52892947.136,Средний по возрасту
27439,58736370.343,Средний по возрасту
27440,52547132.031,Средний по возрасту
27441,49466378.957,Средний по возрасту
27442,56264083.61,Средний по возрасту
27443,52891842.908,Средний по возрасту
27444,52723424.601,Средний по возрасту
27445,48899422.028,Средний по возрасту
27446,50697027.061,Средний по возрасту
27447,49303898.178,Средний по возрасту
27448,49923467.085,Средний по возрасту
27449,51099553.383,Средний по возрасту
27450,51551653.249,Средний по возрасту
27451,58118184.717,Средний по возрасту
27452,38573932.446,Средний по возрасту
27453,45273696.502,Средний по возрасту
27454,55953850.858,Средний по возрасту
27455,43330052.365,Средний по возрасту
27456,41206284.806,Средний по возрасту
27457,38158166.371,Средний по возрасту
27458,36989997.667,Средний по возрасту
27459,37552130.254,Средний по возрасту
27460,37248139.612,Средний по возрасту
27461,40896144.527,Средний по возрасту
27462,41758280.782,Средний по возрасту
27463,47250193.465,Средний по возрасту
27464,56239475.556,Средний по возрасту
27465,61213729.557,Средний по возрасту
27466,68590834.998,Средний по возрасту
27467,67222408.328,Средний по возрасту
27468,63529158.767,Средний по возрасту
27469,62886861.208,Средний по возрасту
27470,65661421.393,Средний по возрасту
27471,65371487.889,Средний по возрасту
27472,61045541.096,Средний по возрасту
27473,63210546.307,Средний по возрасту
27474,64091632.851,Средний по возрасту
27475,75590724.324,Средний по возрасту
27476,30972699.442,Средний по возрасту
27477,54860333.255,Средний по возрасту
27478,58696606.2,Средний по возрасту
27479,55360414.327,Средний по возрасту
27480,55645796.099,Средний по возрасту
27481,50421775.203,Средний по возрасту
27482,52562595.675,Средний по возрасту
27483,54811263.324,Средний по возрасту
27484,51022400.053,Средний по возрасту
27485,54270110.725,Средний по возрасту
27486,55409538.391,Средний по возрасту
27487,69716271.7,Средний по возрасту
27488,154645847.766,Средний по возрасту
27489,166016530.935,Средний по возрасту
27490,184793976.287,Средний по возрасту
27491,172276246.436,Средний по возрасту
27492,172634126.928,Средний по возрасту
27493,154489658.04,Средний по возрасту
27494,145270407.171,Средний по возрасту
27495,147576672.383,Средний по возрасту
27496,169915524.07,Средний по возрасту
27497,188682042.438,Средний по возрасту
27498,240297009.599,Средний по возрасту
27499,259452163.773,Средний по возрасту
27500,31797415.568,Средний по возрасту
27501,31395154.382,Средний по возрасту
27502,34003944.652,Средний по возрасту
27503,29980665.313,Средний по возрасту
27504,32695572.43,Средний по возрасту
27505,31995121.722,Средний по возрасту
27506,31177500.464,Средний по возрасту
27507,29578882.151,Средний по возрасту
27508,30432789.124,Средний по возрасту
27509,31063625.034,Средний по возрасту
27510,31560331.55,Средний по возрасту
27511,35142819.087,Средний по возрасту
27512,42196826.383,Средний по возрасту
27513,42202475.139,Средний по возрасту
27514,45719848.653,Средний по возрасту
27515,47113149.556,Средний по возрасту
27516,47588849.492,Средний по возрасту
27517,47615677.753,Средний по возрасту
27518,50259519.792,Средний по возрасту
27519,48794145.574,Средний по возрасту
27520,46961453.173,Средний по возрасту
27521,48024515.363,Средний по возрасту
27522,47153752.376,Средний по возрасту
27523,54511847.002,Средний по возрасту
27524,70712890.631,Средний по возрасту
27525,73578322.439,Средний по возрасту
27526,92474626.945,Средний по возрасту
27527,96941868.984,Средний по возрасту
27528,95074972.625,Средний по возрасту
27529,89549346.969,Средний по возрасту
27530,85046385.172,Средний по возрасту
27531,75273652.206,Средний по возрасту
27532,80419917.818,Средний по возрасту
27533,80123404.19,Средний по возрасту
27534,83550796.452,Средний по возрасту
27535,86526952.736,Средний по возрасту
27536,86595652.34,Средний по возрасту
27537,90248063.32,Средний по возрасту
27538,95093776.031,Средний по возрасту
27539,92049281.447,Средний по возрасту
27540,92561033.357,Средний по возрасту
27541,85696571.406,Средний по возрасту
27542,84373913.313,Средний по возрасту
27543,82570948.394,Средний по возрасту
27544,90166780.778,Средний по возрасту
27545,96363429.55,Средний по возрасту
27546,103052499.222,Средний по возрасту
27547,123946991.136,Средний по возрасту
27548,103367006.977,Средний по возрасту
27549,107531548.848,Средний по возрасту
27550,116319593.823,Средний по возрасту
27551,112914709.747,Средний по возрасту
27552,116093462.591,Средний по возрасту
27553,102439588.035,Средний по возрасту
27554,99784435.993,Средний по возрасту
27555,100065669.195,Средний по возрасту
27556,104568719.926,Средний по возрасту
27557,113694159.582,Средний по возрасту
27558,116626556.657,Средний по возрасту
27559,134263269.945,Средний по возрасту
27560,45917378.892,Средний по возрасту
27561,45471297.909,Средний по возрасту
27562,53012614.449,Средний по возрасту
27563,48717067.537,Средний по возрасту
27564,47743837.119,Средний по возрасту
27565,43605695.734,Средний по возрасту
27566,46713383.023,Средний по возрасту
27567,50136344.267,Средний по возрасту
27568,52401764.16,Средний по возрасту
27569,53774691.035,Средний по возрасту
27570,53568643.271,Средний по возрасту
27571,62533848.449,Средний по возрасту
27572,93894939.671,Средний по возрасту
27573,99713519.401,Средний по возрасту
27574,111905792.196,Средний по возрасту
27575,108726010.954,Средний по возрасту
27576,108063213.744,Средний по возрасту
27577,97487263.746,Средний по возрасту
27578,95260275.851,Средний по возрасту
27579,96125340.94,Средний по возрасту
27580,102417090.66,Средний по возрасту
27581,112049112.424,Средний по возрасту
27582,114589910.869,Средний по возрасту
27583,130493926.317,Средний по возрасту
27584,49779304.263,Средний по возрасту
27585,51219464.472,Средний по возрасту
27586,57671281.38,Средний по возрасту
27587,53554669.818,Средний по возрасту
27588,54688940.013,Средний по возрасту
27589,46521602.406,Средний по возрасту
27590,44070481.238,Средний по возрасту
27591,44676461.911,Средний по возрасту
27592,48303692.822,Средний по возрасту
27593,63128268.176,Средний по возрасту
27594,54627112.101,Средний по возрасту
27595,62992077.195,Средний по возрасту
27596,102917083.643,Средний по возрасту
27597,106418738.577,Средний по возрасту
27598,114924169.113,Средний по возрасту
27599,106821545.517,Средний по возрасту
27600,105612458.683,Средний по возрасту
27601,89473726.199,Средний по возрасту
27602,84882465.495,Средний по возрасту
27603,86298864.076,Средний по возрасту
27604,106338075.77,Средний по возрасту
27605,95004490.821,Средний по возрасту
27606,98801514.304,Средний по возрасту
27607,107894057.428,Средний по возрасту
27608,47967180.382,Средний по возрасту
27609,48363849.49,Средний по возрасту
27610,55691317.746,Средний по возрасту
27611,55779180.438,Средний по возрасту
27612,56368982.553,Средний по возрасту
27613,54183735.396,Средний по возрасту
27614,53799657.056,Средний по возрасту
27615,52850405.116,Средний по возрасту
27616,59670637.882,Средний по возрасту
27617,60702997.261,Средний по возрасту
27618,66269197.416,Средний по возрасту
27619,79524047.273,Средний по возрасту
27620,53237796.064,Средний по возрасту
27621,50303562.169,Средний по возрасту
27622,53394386.861,Средний по возрасту
27623,50625263.725,Средний по возрасту
27624,49275396.991,Средний по возрасту
27625,45866322.253,Средний по возрасту
27626,47270492.723,Средний по возрасту
27627,47115938.699,Средний по возрасту
27628,47588409.703,Средний по возрасту
27629,51440947.608,Средний по возрасту
27630,54020344.718,Средний по возрасту
27631,64639118.223,Средний по возрасту
27632,36514667.33,Средний по возрасту
27633,35477034.577,Средний по возрасту
27634,40138855.028,Средний по возрасту
27635,39735338.702,Средний по возрасту
27636,42933276.624,Средний по возрасту
27637,41839275.348,Средний по возрасту
27638,41953379.908,Средний по возрасту
27639,40177914.773,Средний по возрасту
27640,40032241.089,Средний по возрасту
27641,42946148.411,Средний по возрасту
27642,43754334.225,Средний по возрасту
27643,52540026.599,Средний по возрасту
27644,84139085.042,Средний по возрасту
27645,80508810.429,Средний по возрасту
27646,87173968.74,Средний по возрасту
27647,80935091.526,Средний по возрасту
27648,90077974.911,Средний по возрасту
27649,79515637.066,Средний по возрасту
27650,76440092.736,Средний по возрасту
27651,76003175.379,Средний по возрасту
27652,82078336.762,Средний по возрасту
27653,86744176.254,Средний по возрасту
27654,90078436.723,Средний по возрасту
27655,99872786.417,Средний по возрасту
27656,67553413.653,Средний по возрасту
27657,72330920.229,Средний по возрасту
27658,78669347.374,Средний по возрасту
27659,77779727.171,Средний по возрасту
27660,76777918.159,Средний по возрасту
27661,70104691.13,Средний по возрасту
27662,66620792.693,Средний по возрасту
27663,67958907.232,Средний по возрасту
27664,71752284.904,Средний по возрасту
27665,75172617.666,Средний по возрасту
27666,83121796.151,Средний по возрасту
27667,93712931.529,Средний по возрасту
27668,65707830.399,Средний по возрасту
27669,72617015.473,Средний по возрасту
27670,79241150.292,Средний по возрасту
27671,78801856.953,Средний по возрасту
27672,81635549.492,Средний по возрасту
27673,77938418.949,Средний по возрасту
27674,77469163.455,Средний по возрасту
27675,74819688.428,Средний по возрасту
27676,84845623.45,Средний по возрасту
27677,90322288.75,Средний по возрасту
27678,87813487.601,Средний по возрасту
27679,92633507.257,Средний по возрасту
27680,46153617.721,Средний по возрасту
27681,47507053.22,Средний по возрасту
27682,51744271.342,Средний по возрасту
27683,53157160.523,Средний по возрасту
27684,48689578.9,Средний по возрасту
27685,45951351.02,Средний по возрасту
27686,44709715.58,Средний по возрасту
27687,46819043.174,Средний по возрасту
27688,47750366.693,Средний по возрасту
27689,50484358.845,Средний по возрасту
27690,48478258.725,Средний по возрасту
27691,53985162.666,Средний по возрасту
27692,62977092.329,Средний по возрасту
27693,72885704.601,Средний по возрасту
27694,81296119.702,Средний по возрасту
27695,78852204.313,Средний по возрасту
27696,92740860.544,Средний по возрасту
27697,82808010.728,Средний по возрасту
27698,85382647.894,Средний по возрасту
27699,83439457.652,Средний по возрасту
27700,90166164.162,Средний по возрасту
27701,92701247.689,Средний по возрасту
27702,95402885.509,Средний по возрасту
27703,111398592.444,Средний по возрасту
27704,66223163.554,Средний по возрасту
27705,70595123.706,Средний по возрасту
27706,83489374.549,Средний по возрасту
27707,80114656.889,Средний по возрасту
27708,80347784.979,Средний по возрасту
27709,73118349.061,Средний по возрасту
27710,70035777.44,Средний по возрасту
27711,64942318.264,Средний по возрасту
27712,69291050.182,Средний по возрасту
27713,80312298.41,Средний по возрасту
27714,84067561.905,Средний по возрасту
27715,96226055.752,Средний по возрасту
27716,46014921.066,Средний по возрасту
27717,46888287.696,Средний по возрасту
27718,51265662.517,Средний по возрасту
27719,47992014.676,Средний по возрасту
27720,45754329.475,Средний по возрасту
27721,43825644.24,Средний по возрасту
27722,42697237.617,Средний по возрасту
27723,40995848.479,Средний по возрасту
27724,43528689.329,Средний по возрасту
27725,46299707.896,Средний по возрасту
27726,49734498.471,Средний по возрасту
27727,56710788.107,Средний по возрасту
27728,103176413.456,Средний по возрасту
27729,102538031.103,Средний по возрасту
27730,110932449.974,Средний по возрасту
27731,107750471.281,Средний по возрасту
27732,108705544.566,Средний по возрасту
27733,97532532.326,Средний по возрасту
27734,95991388.777,Средний по возрасту
27735,72577472.131,Средний по возрасту
27736,105459961.981,Средний по возрасту
27737,118744163.239,Средний по возрасту
27738,121402462.439,Средний по возрасту
27739,139530880.968,Средний по возрасту
27740,66113929.522,Средний по возрасту
27741,69195802.456,Средний по возрасту
27742,79433442.569,Средний по возрасту
27743,75167628.179,Средний по возрасту
27744,74176240.441,Средний по возрасту
27745,66683408.779,Средний по возрасту
27746,64359031.932,Средний по возрасту
27747,62121448.447,Средний по возрасту
27748,68222754.211,Средний по возрасту
27749,74551598.958,Средний по возрасту
27750,75164950.517,Средний по возрасту
27751,84896426.384,Средний по возрасту
27752,70233545.039,Средний по возрасту
27753,70422777.94,Средний по возрасту
27754,78330645.062,Средний по возрасту
27755,73305664.827,Средний по возрасту
27756,73934109.387,Средний по возрасту
27757,67557066.382,Средний по возрасту
27758,65415603.679,Средний по возрасту
27759,66930677.266,Средний по возрасту
27760,68907127.269,Средний по возрасту
27761,84233235.461,Средний по возрасту
27762,82870254.116,Средний по возрасту
27763,83171743.972,Средний по возрасту
27764,59744203.051,Средний по возрасту
27765,58764447.586,Средний по возрасту
27766,63932253.826,Средний по возрасту
27767,60117506.029,Средний по возрасту
27768,61335814.21,Средний по возрасту
27769,55435045.687,Средний по возрасту
27770,54761658.506,Средний по возрасту
27771,55131644.481,Средний по возрасту
27772,57351760.255,Средний по возрасту
27773,58793014.555,Средний по возрасту
27774,60389748.731,Средний по возрасту
27775,70985820.68,Средний по возрасту
27776,56128031.461,Средний по возрасту
27777,55903757.375,Средний по возрасту
27778,57685549.583,Средний по возрасту
27779,52317078.59,Средний по возрасту
27780,55463123.125,Средний по возрасту
27781,52610032.692,Средний по возрасту
27782,52753410.993,Средний по возрасту
27783,53022341.934,Средний по возрасту
27784,55668794.039,Средний по возрасту
27785,57795257.332,Средний по возрасту
27786,57856005.891,Средний по возрасту
27787,64570558.009,Средний по возрасту
27788,23434481.49,Средний по возрасту
27789,24524199.093,Средний по возрасту
27790,28938715.923,Средний по возрасту
27791,34498627.114,Средний по возрасту
27792,45420932.728,Средний по возрасту
27793,48379228.973,Средний по возрасту
27794,52997264.255,Средний по возрасту
27795,50295665.625,Средний по возрасту
27796,41287827.69,Средний по возрасту
27797,38557687.229,Средний по возрасту
27798,35684658.994,Средний по возрасту
27799,37461462.83,Средний по возрасту
27800,100819574.61,Средний по возрасту
27801,105023909.765,Средний по возрасту
27802,116223406.484,Средний по возрасту
27803,113896573.972,Средний по возрасту
27804,98704815.042,Средний по возрасту
27805,61504081.586,Средний по возрасту
27806,107610700.811,Средний по возрасту
27807,103104478.247,Средний по возрасту
27808,117442769.15,Средний по возрасту
27809,119907934.385,Средний по возрасту
27810,120634190.473,Средний по возрасту
27811,142796442.516,Средний по возрасту
27812,75704121.941,Средний по возрасту
27813,82620401.098,Средний по возрасту
27814,91851802.405,Средний по возрасту
27815,89407187.731,Средний по возрасту
27816,89696650.417,Средний по возрасту
27817,91197465.622,Средний по возрасту
27818,87664731.822,Средний по возрасту
27819,86218454.447,Средний по возрасту
27820,92372176.518,Средний по возрасту
27821,97378110.161,Средний по возрасту
27822,99018719.558,Средний по возрасту
27823,106912062.871,Средний по возрасту
27824,39045674.645,Средний по возрасту
27825,44918311.918,Средний по возрасту
27826,47013529.345,Средний по возрасту
27827,45909090.075,Средний по возрасту
27828,51045550.771,Средний по возрасту
27829,49515327.453,Средний по возрасту
27830,50028915.004,Средний по возрасту
27831,49117705.519,Средний по возрасту
27832,48067942.178,Средний по возрасту
27833,51948055.893,Средний по возрасту
27834,54647743.156,Средний по возрасту
27835,66928043.591,Средний по возрасту
27836,208965192.233,Средний по возрасту
27837,213718832.222,Средний по возрасту
27838,237229798.885,Средний по возрасту
27839,224219836.583,Средний по возрасту
27840,222087044.558,Средний по возрасту
27841,203470758.952,Средний по возрасту
27842,205669014.468,Средний по возрасту
27843,199676074.069,Средний по возрасту
27844,209995174.504,Средний по возрасту
27845,215881692.041,Средний по возрасту
27846,213315729.668,Средний по возрасту
27847,243408621.18,Средний по возрасту
27848,74033613.807,Средний по возрасту
27849,73865232.465,Средний по возрасту
27850,83807655.811,Средний по возрасту
27851,78512705.98,Средний по возрасту
27852,79935036.963,Средний по возрасту
27853,76409797.376,Средний по возрасту
27854,76892667.547,Средний по возрасту
27855,76031555.875,Средний по возрасту
27856,76084139.818,Средний по возрасту
27857,86614089.682,Средний по возрасту
27858,88271295.48,Средний по возрасту
27859,99839366.734,Средний по возрасту
27860,61067370.026,Средний по возрасту
27861,61195612.904,Средний по возрасту
27862,67311200.41,Средний по возрасту
27863,66564369.082,Средний по возрасту
27864,67701060.367,Средний по возрасту
27865,62191776.289,Средний по возрасту
27866,61933219.794,Средний по возрасту
27867,61484854.315,Средний по возрасту
27868,61886154.379,Средний по возрасту
27869,71046063.928,Средний по возрасту
27870,65693090.978,Средний по возрасту
27871,73019478.153,Средний по возрасту
27872,54474002.995,Средний по возрасту
27873,55264908.383,Средний по возрасту
27874,60560466.086,Средний по возрасту
27875,62615456.942,Средний по возрасту
27876,63577121.97,Средний по возрасту
27877,61584972.373,Средний по возрасту
27878,60141873.866,Средний по возрасту
27879,61355114.265,Средний по возрасту
27880,60926813.395,Средний по возрасту
27881,63993915.561,Средний по возрасту
27882,68432305.526,Средний по возрасту
27883,79677910.238,Средний по возрасту
27884,37144020.617,Средний по возрасту
27885,37516133.96,Средний по возрасту
27886,41979865.14,Средний по возрасту
27887,38651331.852,Средний по возрасту
27888,38496202.477,Средний по возрасту
27889,35662314.039,Средний по возрасту
27890,36571910.933,Средний по возрасту
27891,36573279.664,Средний по возрасту
27892,37250802.112,Средний по возрасту
27893,38272802.732,Средний по возрасту
27894,39164473.636,Средний по возрасту
27895,44520123.09,Средний по возрасту
27896,31183094.864,Средний по возрасту
27897,31142843.796,Средний по возрасту
27898,35385313.069,Средний по возрасту
27899,34863471.886,Средний по возрасту
27900,38156409.45,Средний по возрасту
27901,41388660.82,Средний по возрасту
27902,39839735.844,Средний по возрасту
27903,37888348.66,Средний по возрасту
27904,35258074.122,Средний по возрасту
27905,34710466.978,Средний по возрасту
27906,34873326.674,Средний по возрасту
27907,39906640.075,Средний по возрасту
27908,54930987.755,Средний по возрасту
27909,54901507.655,Средний по возрасту
27910,59369523.293,Средний по возрасту
27911,55410486.192,Средний по возрасту
27912,57306793.855,Средний по возрасту
27913,53072235.727,Средний по возрасту
27914,53151748.824,Средний по возрасту
27915,54520676.065,Средний по возрасту
27916,55005947.877,Средний по возрасту
27917,59883343.912,Средний по возрасту
27918,58424971.944,Средний по возрасту
27919,64831716.61,Средний по возрасту
27920,70499828.256,Средний по возрасту
27921,81877454.747,Средний по возрасту
27922,81632447.673,Средний по возрасту
27923,78959630.857,Средний по возрасту
27924,77947606.765,Средний по возрасту
27925,78272698.073,Средний по возрасту
27926,79332753.307,Средний по возрасту
27927,80024062.551,Средний по возрасту
27928,85832977.057,Средний по возрасту
27929,92003109.982,Средний по возрасту
27930,92513285.764,Средний по возрасту
27931,105102763.6,Средний по возрасту
27932,48995117.426,Средний по возрасту
27933,48927761.272,Средний по возрасту
27934,53452199.883,Средний по возрасту
27935,51102162.255,Средний по возрасту
27936,55673099.843,Средний по возрасту
27937,56738759.17,Средний по возрасту
27938,53967726.686,Средний по возрасту
27939,53047140.412,Средний по возрасту
27940,52798864.581,Средний по возрасту
27941,57097431.8,Средний по возрасту
27942,56726756.862,Средний по возрасту
27943,63102722.879,Средний по возрасту
27944,144152978.426,Средний по возрасту
27945,150413245.101,Средний по возрасту
27946,164786376.694,Средний по возрасту
27947,156153466.815,Средний по возрасту
27948,162976993.996,Средний по возрасту
27949,150087657.056,Средний по возрасту
27950,143702361.22,Средний по возрасту
27951,138892086.288,Средний по возрасту
27952,156642906.065,Средний по возрасту
27953,166861742.938,Средний по возрасту
27954,171025007.144,Средний по возрасту
27955,186399812.58,Средний по возрасту
27956,41792301.798,Средний по возрасту
27957,44013136.034,Средний по возрасту
27958,47742430.652,Средний по возрасту
27959,44701365.831,Средний по возрасту
27960,46729712.994,Средний по возрасту
27961,42447108.558,Средний по возрасту
27962,45105816.01,Средний по возрасту
27963,42866348.669,Средний по возрасту
27964,42975800.896,Средний по возрасту
27965,45586145.343,Средний по возрасту
27966,46451447.663,Средний по возрасту
27967,55608677.494,Средний по возрасту
27968,97626564.88,Средний по возрасту
27969,106182311.088,Средний по возрасту
27970,118503439.987,Средний по возрасту
27971,115489949.072,Средний по возрасту
27972,114129549.901,Средний по возрасту
27973,100010451.294,Средний по возрасту
27974,99491298.634,Средний по возрасту
27975,103619494.36,Средний по возрасту
27976,107251526.015,Средний по возрасту
27977,115588839.947,Средний по возрасту
27978,113230244.702,Средний по возрасту
27979,128641965.629,Средний по возрасту
27980,80344475.962,Средний по возрасту
27981,84728785.862,Средний по возрасту
27982,89240137.453,Средний по возрасту
27983,86715282.782,Средний по возрасту
27984,84505589.249,Средний по возрасту
27985,81334019.51,Средний по возрасту
27986,80473093.381,Средний по возрасту
27987,79464860.193,Средний по возрасту
27988,78691054.906,Средний по возрасту
27989,83192611.144,Средний по возрасту
27990,84660478.906,Средний по возрасту
27991,94622768.453,Средний по возрасту
27992,40379181.241,Средний по возрасту
27993,41143122.705,Средний по возрасту
27994,44819448.022,Средний по возрасту
27995,45086880.644,Средний по возрасту
27996,46048852.074,Средний по возрасту
27997,45061370.482,Средний по возрасту
27998,45544512.639,Средний по возрасту
27999,43654130.668,Средний по возрасту
28000,43215087.792,Средний по возрасту
28001,45413116.928,Средний по возрасту
28002,47200051.524,Средний по возрасту
28003,53732596.749,Средний по возрасту
28004,45102639.288,Средний по возрасту
28005,44258889.261,Средний по возрасту
28006,50022755.862,Средний по возрасту
28007,50549212.516,Средний по возрасту
28008,53419839.1,Средний по возрасту
28009,52945455.995,Средний по возрасту
28010,51075115.239,Средний по возрасту
28011,47775124.68,Средний по возрасту
28012,46268484.261,Средний по возрасту
28013,47463944.702,Средний по возрасту
28014,48538770.707,Средний по возрасту
28015,57923683.454,Средний по возрасту
28016,57234296.146,Средний по возрасту
28017,58140963.943,Средний по возрасту
28018,64377598.881,Средний по возрасту
28019,63726601.153,Средний по возрасту
28020,63442752.933,Средний по возрасту
28021,61519482.756,Средний по возрасту
28022,64883175.649,Средний по возрасту
28023,62051346.617,Средний по возрасту
28024,63142198.769,Средний по возрасту
28025,59880634.497,Средний по возрасту
28026,51618906.873,Средний по возрасту
28027,73658246.82,Средний по возрасту
28028,40708671.535,Средний по возрасту
28029,38581115.271,Средний по возрасту
28030,43165069.198,Средний по возрасту
28031,44301061.636,Средний по возрасту
28032,46141148.615,Средний по возрасту
28033,44423371.433,Средний по возрасту
28034,43177228.745,Средний по возрасту
28035,42841285.829,Средний по возрасту
28036,45224305.583,Средний по возрасту
28037,43699430.157,Средний по возрасту
28038,43158851.126,Средний по возрасту
28039,49424529.679,Средний по возрасту
28040,45634534.153,Средний по возрасту
28041,46152696.398,Средний по возрасту
